TransactionRef,AccountNumber,CustomerName,BankBranch,TransactionType,Channel,Amount,Date,Time,Status,BeneficiaryAccount,PhoneNumber,State,Currency
REF200255,0066722344,TOBI OGUNDIMU,Sterling Bank Port Harcourt Main,Loan Repayment,Branch,"₦1,464,204.18",30/08/2025,21:05,Failed,0015831819,62244472126,Cross River,USD
REF200225,0070291817,Funmilayo Nwosu,UBA Victoria Island,Bill Payment,Branch,549966.28 naira,10/03/2025,07:08 PM,Pending,0041244663,00790306738,Delta,USD
REF200013,0086125617,Grace Olawale,Access Bank Apapa,Bill Payment,ATM,"N1,250,671",11/08/2025,09:47 AM,Successful,0098753260,05146270482,Delta,NGN 
REF200289,0081971316,Halima Okeke,ACCESS BANK Garki,Deposit,ATM,221539.89,13/11/2025,20:35,Reversed,0095899313,(063) 242-4154,Plateau,ngn
REF200310,0060992979,Amara Balogun,Sterling Bank Ikeja,Loan Repayment,Internet Banking,"₦1,388,573.76",2026-02-09,12:44,failed,unknown,234-451-870-534,Plateau,NGN
REF200380,0024942603,Tobi Mohammed,access bank Apapa,Withdrawal,Mobile App,1193101.69 naira,22.12.2025,09:50,Successful,0095822412,60332309821,Akwa Ibom,NGN
REF200068,0047338124,Ibrahim Yusuf,UBA Wuse 2,Bill Payment,Agent Banking,288800.12,10/09/2025,09:31,SUCCESSFUL,0020576383,+234367837770,Oyo,ngn
REF200072,0057683626,  Grace Chukwu   ,Sterling Bank Port Harcourt Main,Airtime Purchase,Branch,"NGN 400,858",12/04/2025,10:18,successful,,(413) 435-2408,Imo,NGN 
REF200085,0041244663,Segun Adeyemi,Zenith Bank Ikeja,Bill Payment,mobile app,  ,24-May-2025,23:31,Pending,n/a,51256746807,Enugu,NGN
REF200052,0047338124,Ifeoma Chukwu,Gtbank Wuse 2,Bill Payment,USSD,"NGN 770,272",,03:07,Reversed,0090801586,234-143-455-812,Imo,NGN 
REF200060,0058966946,IFEOMA BALOGUN,Sterling Bank Garki,Withdrawal,POS,"N831,255",2026/01/13,15:57,Failed,,+234923271937,Cross River,Naira
REF200467,0097971488,Emeka Bello,Access Bank Wuse 2,POS Payment,POS,"₦210,884.75",2026-05-08,05:28 AM,successful,0014308421,76973577907,rivers,ngn
REF200359,0038119557,Funmilayo Olawale,GTBANK Wuse 2,Transfer,POS,"₦841,582.21",23-Jul-2025,02:39 AM,Reversed,0035808537,+234486289023,Edo,NGN 
REF200504,0091756179,TUNDE AJAYI,access bank Wuse 2,-,mobile app,"NGN 947,447",2025/12/13,09:31 PM,failed,,0916 300 9792,Cross River,ngn
REF200228,0036687537,Yusuf Suleiman,FIRST BANK Victoria Island,Transfer,USSD,"₦71,454.75",12/28/2025,09:42,Pending,0031831063,68705685662,Kaduna,ngn
REF200366,0095225343,Adaeze Eze,Fidelity Bank Wuse 2,Deposit,Branch,,11 January 2025,06:05,Failed,0071662963,+234858994417,lagos,NGN
REF200118,0085329037,Funmilayo Abubakar,First Bank Apapa,POS Payment,mobile app,"N647,269",06/18/2025,08:43 PM,Successful,0023718431,17839084700,Ogun,NGN 
REF200253,0058181396,Fatima Balogun,sterling bank Wuse 2,Loan Repayment,ATM,"₦200,697.95",not set,23:27,Reversed,0066629388,+234610158199,Oyo,Naira
REF200433,0038538251,Yusuf Olawale,Access Bank Wuse 2,  ,mobile app,519757.16 naira,00/00/0000,10:23 PM,Reversed,0097971488,0205 336 4525,Anambra,ngn
REF200299,0022575562,Aliyu Lawal,uba Port Harcourt Main,Salary Credit,Branch,"N490,495",2026/02/25,13:20,Failed,0090801586,0271 091 0430,Ogun,Naira
REF200350,0022448136,Chidi Olawale   ,GTBank Ikeja,Transfer,Mobile App,"NGN 704,912",24-May-2025,18:00,failed,0057683626,98992172233,Kano,ngn
REF200444,0091030736,   emeka lawal,Wema Bank Apapa,Bill Payment,ussd,"NGN 168,120",2025-06-23,12:30,SUCCESSFUL,0077827638,234-222-591-365,LAGOS,USD
REF200175,0013356886,Segun Mohammed,First Bank Wuse 2,Salary Credit,Agent Banking,"N349,396",12/22/2025,14:58,Pending,?,(551) 884-4225,rivers,NGN 
REF200115,0031931511,  tunde olawale,Wema Bank Victoria Island,Bill Payment,Internet Banking,"NGN 1,269,798",2026-01-09,02:28 AM,Reversed,0084752529,0352 904 2284,Akwa Ibom,USD
REF200094,0070855700,Grace Okonkwo,Access Bank Victoria Island,Transfer,ussd,"N862,422",10/03/2026,06:20,Failed,,0576 627 0289,Enugu,NGN 
REF200155,0061019678,Musa Okeke,GTBank Port Harcourt Main,Airtime Purchase,ATM,220724.22 naira,20.06.2025,08:48,Failed,,+234137506068,Ogun,USD
REF200023,0032969840,Obinna Eze,GTBank Wuse 2,Salary Credit,Internet Banking,unknown,27/10/2025,23:48,Successful,,(473) 178-1080,oyo,NGN
REF200193,0038898923,Femi Abubakar,GTBANK Ikeja,,Branch,"NGN 902,024",07/01/2025,08:21,Failed,0055176955,52398680002,Plateau,USD
REF200396,0077005685,Adaeze Nwosu,Wema Bank Wuse 2,,Branch,"NGN 1,112,992",04.08.2025,04:11,Successful,0019583482,03866317797,Akwa Ibom,NGN 
REF200091,0016150444,Amara Nnamdi,access bank Ikeja,Salary Credit,mobile app,NIL,2025-08-15,15:12,failed,0040587988,09821465840,Delta,NGN 
REF200464,0087490893,Kemi Nnamdi,Wema Bank Wuse 2,Withdrawal,POS,1489051.82,10.04.2026,21:12,Reversed,0095320121,+234118489554,Delta,NGN
REF200335,0066722344,Chidi Nnamdi,access bank Ikeja,Airtime Purchase,ATM,"N434,555",13-May-2026,02:49,failed,0040742311,+234392644220,Kano,USD
REF200414,0077005685,Grace Bello,Access Bank Apapa,Withdrawal,Agent Banking,1032261.01,04-Feb-2025,09:17 AM,Reversed,,64842294057,Ogun,NGN 
REF200382,0039587039,Bola Yusuf,STERLING BANK Garki,Salary Credit,Agent Banking,1151606.71,14-Sep-2025,04:37,successful,0067503414,0016 761 8472,Abuja,USD
REF200085,0041244663,Segun Adeyemi,Zenith Bank Ikeja,Bill Payment,mobile app,  ,24-May-2025,23:31,Pending,n/a,51256746807,Enugu,NGN
REF200199,0028740864,Chinedu  Yusuf,Wema Bank Ikeja,nil,Branch,"N199,509",02/07/2025,03:40 PM,Pending,,234-636-897-028,Rivers,NGN
REF200003,0058966946,Halima Ajayi,UBA Wuse 2,Bill Payment,Agent Banking,799292.90 naira,09/05/2025,04:22,SUCCESSFUL,,63794026542,Lagos,ngn
REF200128,0041227216,Chidi Suleiman,Access Bank Apapa,Withdrawal,ATM,1268206.16,05.07.2025,10:01,Pending,0023718431,02296120183,Delta,NGN
REF200249,0097971488,Amaka Okeke,UBA Victoria Island,POS Payment,ussd,1326905.01 naira,01/09/2025,20:28,Pending,Unknown,99650477358,Kano,Naira
REF200247,0046231783,Chioma Nwosu,ZENITH BANK Ikeja,POS Payment,Branch,400768.67 naira,21-Oct-2025,22:03,Successful,0030868105,234-142-939-685,Cross River,ngn
REF200204,0035808537,Chioma Ajayi,First Bank Wuse 2,Bill Payment,Mobile App,"N1,225,642",01.01.2025,05:00 AM,Pending,0088461803,04733848421,Lagos,ngn
REF200079,0045935572,tobi suleiman,gtbank Victoria Island,Withdrawal,ussd,566063.38,10-Feb-2025,02:29,SUCCESSFUL,0055176955,(740) 344-7134,Edo,ngn
REF200159,0085329037,Halima Bello,GTBANK Port Harcourt Main,Deposit,Internet Banking,989094.63 naira,24/08/2025,03:14 PM,Failed,0096977837,0000000000,Imo,NGN 
REF200113,0083140807,MUSA NWOSU,Wema Bank Garki,POS Payment,USSD,"NGN 516,379",30 May 2026,10:58,Reversed,0047338124,0506 431 7139,Kaduna,Naira
REF200437,0081971316,fatima afolabi,GTBank Victoria Island,Airtime Purchase,mobile app,"NGN 1,281,438",2025/09/07,11:41 PM,Pending,0052235350,234-394-278-816,Abuja,ngn
REF200340,0083140807,  Amara Abubakar,first bank Victoria Island,Airtime Purchase,Agent Banking,"₦1,169,168.57",15 February 2026,08:43 PM,Successful,,+234271040541,Oyo,NGN
REF200298,0020576383,Chioma Abubakar,FIRST BANK Ikeja,NIL,ussd,"-₦861,031.16",05-Feb-2026,01:00 PM,Failed,0047308985,01805526965,Kaduna,USD
REF200041,0055667651,NGOZI  LAWAL   ,Fidelity Bank Garki,Deposit,Agent Banking,"N1,094,554",17-Nov-2025,14:34,Reversed,NIL,234-019-655-698,Ogun,ngn
REF200167,0042857966,bisi yusuf,zenith bank Apapa,Salary Credit,Internet Banking,"526,960.19 ",2025-07-23,19:41,SUCCESSFUL,,+234758416169,Kaduna,Naira
REF200301,0084752529,Ifeoma Abubakar,Wema Bank Garki,Withdrawal,USSD,237319.37,26.10.2025,22:45,successful,0070291817,0241 418 3285,Lagos State,NGN 
REF200463,0038119557,Sadiq Adeyemi,Sterling Bank Victoria Island,  ,Mobile App,"197,994.79 ",09-Mar-2026,12:47,SUCCESSFUL,0045551614,02146566938,Akwa Ibom,USD
REF200179,0058181396,Aliyu Afolabi,Fidelity Bank Garki,POS Payment,Agent Banking,unknown,19-Nov-2025,06:46 PM,Successful,Unknown,234-922-680-182,lagos,Naira
REF200503,0096977837,Aliyu Afolabi,Access Bank Port Harcourt Main,Deposit,USSD,"₦1,244,752.36",12-Oct-2025,07:46,Failed,0020709497,0350 313 6502,Delta,NGN
REF200121,0095225343,musa  adekunle,Sterling Bank Apapa,Salary Credit,Mobile App,118013.6,22 March 2026,06:53,Successful,0090801586,(789) 611-8367,Cross River,NGN
REF200260,0063843426,Ngozi Eze,First Bank Wuse 2,Airtime Purchase,Internet Banking,"NGN 312,730",2026-02-02,13:44,successful,0060806024,(519) 398-2807,Ogun,NGN 
REF200050,0018883684,Musa Bello,ACCESS BANK Port Harcourt Main,Transfer,Mobile App,1325581.41 naira,02/08/2025,22:35,SUCCESSFUL,0052339391,+234788957986,Anambra,Naira
REF200398,0059684848,Kemi Okonkwo,Sterling Bank Victoria Island,Transfer,Branch,1406995.12,20/04/2026,14:28,failed,--,invalid,Kaduna,ngn
REF200282,0058181396,blessing ajayi   ,WEMA BANK Ikeja,Transfer,ussd,1469470.7,09.04.2026,09:19,Reversed,0046913810,92330958498,Delta,NGN
REF200475,0087490893,FEMI OKEKE,Sterling Bank Port Harcourt Main,Bill Payment,Branch,445541.31 naira,01/22/2025,20:53,Pending,0095899313,75003691559,Kano,USD
REF200186,0047338124,  Ifeoma Bello,Uba Garki,Transfer,Branch,Unknown,2025/01/31,06:56 PM,SUCCESSFUL,n/a,15371473210,Imo,USD
REF200515,0060929647,Adaeze  Lawal,GTBank Apapa,Airtime Purchase,ATM,"1,097,285.32 ",unknown date,07:21,Failed,0035808537,65094801413,Lagos,NGN 
REF200071,0040742311,KEMI OKONKWO,UBA Port Harcourt Main,Loan Repayment,Agent Banking,"NGN 702,297",17/07/2025,03:50 AM,Failed,0058586340,234-182-337-498,Enugu,Naira
REF200456,0038898923,  Ifeoma Mohammed,Sterling Bank Wuse 2,--,Mobile App,"₦1,489,428.11",03/16/2025,11:20 PM,Failed,,48695946368,Edo,Naira
REF200519,0022448136,Femi Eze,UBA Ikeja,Airtime Purchase,Internet Banking,"1,373,807.62 ",10/11/2025,08:15 AM,Successful,0015831819,08556659398,Plateau,USD
REF200029,0058966946,Fatima Ajayi,sterling bank Garki,Airtime Purchase,Branch,410500.63,10 May 2026,16:07,successful,unknown,(543) 534-6247,Cross River,USD
REF200132,0070291817,Grace Okafor,First Bank Ikeja,Airtime Purchase,Internet Banking,185830.80 naira,16 September 2025,16:11,Successful,0086125617,+234403690034,Ogun,Naira
REF200011,0084093639,Amaka Suleiman,Fidelity Bank Ikeja,Airtime Purchase,Branch,"-₦1,296,597.24",2025-10-13,11:59,Pending,0023556182,(287) 101-2269,KANO,NGN 
REF200098,0018883684,Halima Adekunle,GTBank Port Harcourt Main,Withdrawal,ussd,"N563,071",19.03.2025,09:37 PM,SUCCESSFUL,0093016315,0240 050 4556,Oyo State,ngn
REF200421,0089089901,KUNLE AJAYI,GTBANK Wuse 2,Loan Repayment,POS,"NGN 710,374",06/22/2025,00:05,successful,,(112) 880-1336,Kaduna,USD
