TransactionID,Date,Store,ProductName,Category,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerName,CustomerPhone,State,CashierID,DiscountApplied
TXN1273,2025/05/29,PRODIGY MART SURULERE,Bournvita 500g,Beverages,1,"N3,026","N3,026",Cash,Fatima Afolabi,+234792499125,Oyo,EMP123,no
TXN1205,2026/01/17,PRODIGY MART LEKKI,Knorr Seasoning,Groceries,1,350.10 ,NGN 350,Cash,Bisi  Okafor,+234330833016,Kano,EMP109,FALSE
TXN1274,2026/05/30,Prodigy Mart Yaba,Indomie Noodles Carton,groceries,2,"NGN 5,059","₦10,117.47",Bank Transfer,Sadiq Afolabi,03412528669,Lagos,EMP139,1
TXN1458,2025/06/25,prodigy mart lekki,Rice Bag 50kg (Mama Gold),Groceries,5,"NGN 58,399",,ATM Card,Chioma Suleiman,234-213-721-386,FCT,EMP140,FALSE
TXN1114,2025-11-10,Prodigy Mart Surulere,Power Oil 1L,Cooking Oil,3,"N2,214",6640.74 naira,ATM Card,Ibrahim Lawal,+234532931839,Oyo,EMP104,Yes
TXN1399,28.02.2026,Prodigy Mart Surulere   ,COCA-COLA CRATE,Beverages,2,3381.55 naira,6763.11 naira,Bank Transfer,?,,oyo,EMP102,no
TXN1405,12/28/2025,Prodigy Mart Yaba   ,Close-Up Toothpaste,personal care,2,620.4133584615545,"₦1,240.83",cash,Kemi Chukwu,(866) 934-6547,Oyo,EMP112,Yes
TXN1294,2026/06/04,Prodigy Mart Surulere,MAGGI CUBES PACK,Groceries,0,NGN 373,372.66003339203274,POS,Yusuf  Bello,75326973112,LAGOS,EMP138,true
TXN1258,05.03.2026,Prodigy Mart Abuja Wuse,Kings Vegetable Oil 5L,COOKING OIL,1,7921.64 naira,,cash,  Ngozi Yusuf,0756 924 5937,Kano,EMP132,No
TXN1001,2025/09/08,PRODIGY MART ABUJA WUSE   ,Dangote Sugar 1kg,GROCERIES,1,1193.93 naira,"N1,194",Cash,Yusuf Afolabi,01043321819,Rivers,EMP138,yes
TXN1065,22/03/2025,  prodigy mart yaba,Close-Up Toothpaste,Personal Care,1,713.4559388505493,NGN 713,Mobile Money,Aliyu  Okonkwo,87769453147,lagos,EMP124,false
TXN1286,03/13/2025,Prodigy Mart Ikeja   ,Dettol Soap,PERSONAL CARE,-,424.1511645760399,NGN 848,,Amara Yusuf,234-590-175-186,Rivers State,EMP134,yes
TXN1278,2025-03-20,Prodigy Mart Yaba   ,Golden Penny Spaghetti,-,10,1082.81 naira,10828.14 naira,Transfer,Kemi  Eze   ,234-034-043-842,Lagos,EMP101,no
TXN1141,2026/01/31,Prodigy  Mart Ikeja,Indomie  Noodles Carton,Groceries,2,5025.836748211292,,pos,null,09058147700,Oyo,EMP114,Y
TXN1209,14/01/2026,  Prodigy Mart Surulere,Peak Milk Tin,dairy,1,"₦1,363.22","₦1,363.22",cash,Fatima Okonkwo,0547 887 2874,Kano,EMP136,0
TXN1323,01/04/2025,prodigy mart lekki   ,Golden Penny Spaghetti,groceries,0,"1,075.94 ",1075.9398020801227,NIL,Ibrahim Okonkwo,+234966706625,Abuja,EMP116,false
TXN1423,15 October 2025,PRODIGY  MART SURULERE,Always Sanitary Pad,personal care,5,1092.3291768047677,"NGN 5,462",POS,Bisi Olawale   ,00248193466,Rivers,EMP135,FALSE
TXN1125,28-Jun-2025,  Prodigy Mart Surulere,Peak Milk Tin,Dairy,-1,1184.19 naira,1184.1866884985197,pos,Chioma Adekunle,94519832731,Rivers,EMP135,1
TXN1390,29 August 2025,prodigy mart surulere,COCA-COLA CRATE   ,Beverages,1,"N2,970",,POS,Ifeoma Adekunle,+234746762120,Abuja,EMP100,true
TXN1297,09/25/2025,Prodigy Mart Lekki,Indomie Noodles Carton,?,1,4430.300897911798,"₦4,430.30",POS,Musa Ajayi,03640376137,lagos,EMP122,1
TXN1183,00/00/0000,prodigy mart ikeja,Bournvita 500g,BEVERAGES,1,"NGN 3,146",3146.33 naira,Card,Chidi Lawal,39690784473,KANO,EMP138,1
TXN1082,2025-12-21,Prodigy Mart Ikeja,Indomie Noodles Carton,GROCERIES,5,"NGN 4,077",20384.50 naira,pos,Chidi Balogun,08771906594,Kano,EMP108,N
TXN1073,02 October 2025,Prodigy Mart Ikeja,Knorr Seasoning,Groceries,1,₦396.41,396.41 ,POS,Tunde Nwosu,0400 842 7109,Abuja,EMP113,N
TXN1198,26.01.2026,PRODIGY MART YABA,Peak Milk Tin   ,Dairy,1,"N1,244","N1,244",pos,Obinna Ogundimu,234-230-913-075,Ibadan,EMP105,Yes
TXN1053,08-Oct-2025,Prodigy Mart Yaba,Maggi Cubes Pack,Groceries,3,364.0426641456692,"N1,092",Card,Tobi Nnamdi,36231665876,ABUJA,EMP110,1
TXN1174,01.04.2026,PRODIGY MART SURULERE,Hollandia Yoghurt,DAIRY,-1,₦999.43,999.4292708367515,cash,Yusuf Mohammed   ,234-473-121-727,Abuja,EMP120,no
TXN1288,12 February 2025,Prodigy Mart Ikeja,Milo 900g,BEVERAGES,2,"N4,105","NGN 8,210",,-,07500170127,LAGOS,EMP118,TRUE
TXN1079,03/22/2025,prodigy mart abuja wuse,Kings Vegetable Oil 5L,cooking oil,2,"NGN 7,828",?,Cash,  Chidi Okonkwo,(740) 344-7134,Oyo,EMP116,Y
TXN1006,08 August 2025,Prodigy Mart Abuja Wuse,Omo Detergent 1Kg,Household,2,1600.87 naira,"3,201.73 ",Card,  Femi Ogundimu,(103) 413-1647,Lag,EMP100,No
TXN1228,08 January 2025,Prodigy Mart Lekki,Knorr Seasoning,Groceries,10,368.17 naira,3681.6689286501523,cash,Amaka Okonkwo,68705685662,Abuja,EMP106,1
TXN1034,15/02/2026,Prodigy Mart Ikeja,Indomie  Noodles Carton,GROCERIES,1,"N5,029","N5,029",ATM Card,  ,0164 005 2427,Oyo,EMP102,N
TXN1078,26 April 2025,Prodigy Mart Ikeja   ,Peak Milk Tin,dairy,2,1228.46631598298,,NULL,Adaeze Adeyemi,0123 281 2067,KANO,EMP134,FALSE
TXN1160,2026/03/27,PRODIGY  MART SURULERE,Milo 900G,beverages,5,"NGN 4,030",20149.22 naira,cash,Unknown,0893 246 0953,Oyo,EMP117,no
TXN1262,27/03/2025,  Prodigy Mart Ikeja,Indomie Noodles Carton,groceries,1,4198.70 naira,"NGN 4,199",Transfer,null,0617 979 6886,abuja,EMP101,N
TXN1232,2025/01/13,Prodigy Mart Surulere   ,Indomie Noodles Carton   ,Groceries,5,4785.741854502038,"N23,929",Transfer,?,(013) 983-7354,Abuja,EMP100,N
TXN1137,2025-02-08,prodigy mart abuja wuse,Hollandia Yoghurt,-,0,₦844.81,N845,POS,nil,0681 645 3521,Kano,EMP107,N
TXN1014,30-Mar-2026,Prodigy Mart Abuja Wuse,La Casera Drink,Beverages,3,398.13 naira,1194.39 naira,cash,Funmilayo Olawale   ,+234489325288,LAGOS,EMP134,0
TXN1220,06/15/2026,Prodigy Mart Abuja Wuse   ,Dettol Soap,Personal Care,3,₦514.16,"N1,542",ATM Card,Funmilayo Okeke,00651801704,Kano,EMP140,N
TXN1314,2025-08-24,Prodigy Mart Ikeja,Coca-Cola Crate,Unknown,2,3121.17314829972,"₦6,242.35",Mobile Money,Ngozi Eze,234-865-719-182,Kano,EMP101,yes
TXN1480,28.03.2025,prodigy mart abuja wuse,Close-Up Toothpaste,Personal Care,1,709.2490519232466,N709,-,Emeka Eze,04489061203,Kano,EMP115,Y
TXN1136,2026-03-30,Prodigy Mart Surulere,Knorr Seasoning,groceries,3,₦404.47,,cash,Halima Mohammed,05297516136,Rivers,EMP132,TRUE
TXN1369,06/02/2025,PRODIGY MART YABA,Bournvita 500g,Beverages,1,"₦2,882.76",2882.7578906483272,Card,  Chidi Olawale   ,+234993538758,Rivers,EMP125,1
TXN1128,23/03/2025,  Prodigy Mart Yaba,omo detergent 1kg,household,2,"N1,703","3,405.33 ",-,Sadiq Olawale,+234296120183,Ibadan,EMP140,false
TXN1280,04 February 2025,  prodigy mart abuja wuse,Beans Bag 1 Paint,  ,1,"₦3,543.23","₦3,543.23",Cash,null,(078) 361-3407,FCT,EMP138,true
TXN1197,04-Jul-2025,  Prodigy Mart Ikeja,Hollandia Yoghurt,DAIRY,1,928.35 naira,N928,Cash,Adaeze Ajayi,(749) 930-9728,Abuja,EMP118,no
TXN1193,2025-05-17,PRODIGY MART SURULERE,Power Oil 1L,Cooking Oil,10,2348.590567938725,23485.90567938725,Card,  Sadiq Okonkwo,+234239868000,Ibadan,EMP129,true
txn1313,21.01.2025,Prodigy Mart Surulere,La Casera Drink,beverages,0,343.85 naira,NGN 344,Transfer,,(138) 367-0241,Lagos,EMP131,Yes
TXN1428,15.01.2026,Prodigy Mart Abuja Wuse   ,Kings Vegetable Oil 5L,cooking oil,1,8218.8110592413,"N8,219",Mobile Money,Grace Lawal   ,(968) 814-3536,Kano,EMP100,0
TXN1145,10/02/2025,prodigy mart lekki,Knorr Seasoning   ,GROCERIES,-1,379.58306368040974,379.58306368040974,Mobile Money,Aliyu Olawale,0255 466 5905,lagos,EMP107,No
TXN1413,09-Mar-2025,Prodigy  Mart Yaba,Omo Detergent 1kg,HOUSEHOLD,1,1583.65 naira,"N1,584",Bank Transfer,Emeka Yusuf,03472122816,Lagos,EMP109,TRUE
TXN1360,07-Sep-2025,Prodigy Mart Yaba,Bournvita 500g,beverages,1,"NGN 2,529",2528.692847995126,pos,Kemi Afolabi,03070534578,abuja,EMP134,FALSE
TXN1216,18 July 2025,PRODIGY MART ABUJA WUSE,Hollandia Yoghurt,Dairy,-1,NGN 921,₦921.15,Mobile Money,Tobi Suleiman   ,234-878-519-108,Kano,EMP126,yes
TXN1475,06.01.2025,Prodigy Mart Lekki,Maggi Cubes Pack,Groceries,1,₦332.90,₦332.90,Card,  Zainab Lawal   ,234-500-369-155,Oyo,EMP107,Yes
TXN1310,17/03/2025,PRODIGY MART YABA,Power Oil 1L,Cooking Oil,-1,"N2,243","N2,243",Card,Kemi Lawal,04451870534,Oyo,EMP113,Yes
TXN1454,23.05.2025,Prodigy Mart Abuja Wuse,Coca-Cola Crate,Beverages,1,"3,665.36 ",3665.361633125652,Card,Femi Afolabi,+234864300981,Rivers,EMP121,false
TXN1024,22/02/2026,Prodigy Mart Yaba,Coca-Cola Crate,Beverages,2,"N3,321","₦6,641.34",POS,NIL,(326) 773-6026,Oyo,EMP131,Y
TXN1328,22-Mar-2026,prodigy  mart lekki,Bournvita 500g,Beverages,1,"2,667.86 ","₦2,667.86",POS,Chioma Okafor   ,0000000000,Kano,EMP119,1
TXN1150,17.04.2026,  Prodigy Mart Yaba,Peak Milk Tin,?,1,1224.4486569361081,"NGN 1,224",Transfer,Chinedu Olawale,(805) 929-6222,Lagos,EMP119,false
TXN1094,2025/07/12,Prodigy Mart Yaba,milo 900g   ,NULL,0,"NGN 4,458","₦4,457.83",Cash,Zainab Abubakar,05766270289,ABUJA,EMP128,Y
TXN1204,25/03/2026,Prodigy Mart Ikeja,Dangote Sugar 1kg,Groceries,1,"NGN 1,245",1244.823827074644,ATM Card,Obinna Eze,0473 384 8421,Lagos State,EMP121,yes
