PlotID,OwnerName,OwnerPhone,LandUseCategory,TenureType,PlotSizeField,LandValueNGN,ZoningStatus,ApplicationDate,ApprovalDate,LGA,State,SurveyNumber,DisputeFlagged,GroundRentPaid
LND800045,Zainab Ogundimu,05851253892,residential,Right of Occupancy,NIL,"NGN 1,376,526,941",PENDING,2023-08-23,07 May 2024,Plateau LGA,Imo,SRV/45321/2020,false,0
LND800188,grace eze,invalid,Commercial,C of O,38561.25,  ,Rejected,28.08.2019,12/10/2019,KADUNA LGA,Abuja,SRV/66941/2015,0,No
LND800154,Musa Yusuf,04014247310,Mixed use,Deed,333905.31,4107324078.41 naira,Revoked,02/04/2020,20 July 2020,Ogun LGA,Edo,SRV/80858/2025,yes,FALSE
LND800421,  blessing olawale,(715) 531-3259,Commercial,C of O,48999.97,"₦42,208,868.40",PENDING,16 June 2018,09-Apr-2019,imo lga,Delta,SRV/30026/2012,1,yes
LND800202,Segun Olawale,76651221500,Mixed use,Leasehold ,26208.82,3976113243.48 naira,Rejected ,13.05.2023,12/13/2023,AKWA IBOM LGA,Ogun,SRV/68954/2018,FALSE,No
LND800191,Tobi Nnamdi,(169) 061-8120,Industrial,Leasehold,416054.22,2975610469.80 naira,approved,2023-09-02,2024-07-03,OGUN LGA,Kaduna,SRV/44693/2016,no,Yes
LND800145,Ibrahim Lawal,(958) 263-2809,COMMERCIAL,C of O,31486.89,"N4,605,593,908",approved,12/20/2019,10-Oct-2021,anambra lga,Oyo,SRV/13169/2015,no,No
LND800225,Grace Bello,07876886878,Mixed Use,Certificate of Occupancy,-,"N305,023,341",approved,11 October 2019,,Cross River LGA,kano,SRV/37685/2017,no,0
LND800384,Segun Nnamdi,(207) 266-2925,Mixed use,Deed of Assignment,20478.86,"NGN 3,647,920,727",Approved,09/05/2016,04-Aug-2018,Kaduna LGA,Delta,SRV/19094/2015,true,Yes
LND800347,Grace Yusuf,234-632-111-978,Mixed Use,Right of Occupancy,unknown,"N2,189,196,945",PENDING,29.03.2023,30-Dec-2023,Delta LGA,Abuja,SRV/48469/2023,false,no
LND800174,kemi nwosu,(970) 548-7396,COMMERCIAL,Deed of Assignment,89059.94,"NGN 908,816,841",Revoked,25/12/2022,09/06/2023,akwa ibom lga,Plateau,SRV/29265/2011,Y,TRUE
LND800272,Ibrahim Nwosu,234-103-142-175,Residential,Right of Occupancy,13098.79,2172564555.35 naira,Rejected ,2018-08-29,29 September 2018,EDO LGA,oyo,SRV/56633/2011,1,N
LND800177,GRACE OGUNDIMU,+234204956121,Commercial,CofO,487229.66,"946,501,386.02 ",Rejected,20-Mar-2019,06/28/2019,ENUGU LGA,Port Harcourt,SRV/69044/2024,false,false
LND800407,Amaka Ajayi,07461917798,Agric,Deed of Assignment,181590.51,1609576125.99,Pending,28-Apr-2020,09/13/2020,Plateau LGA,kano,SRV/64332/2011,false,1
LND800224,Obinna Mohammed,02132901620,Agricultural,COO,3081.7,"N1,035,635,558",Revoked,26.01.2021,17/08/2021,abuja lga,Lagos,SRV/98809/2021,yes,0
LND800147,Musa Bello,05461470798,residential,Leasehold ,457513.81,2004976621.03 naira,Pending,10/29/2018,2019/06/02,anambra lga,Oyo,,no,0
LND800325,Obinna Yusuf   ,67323182971,Govt Reserve,Deed,31899.58,"4,074,560,958.80 ",Approved,08/03/2015,05/20/2016,Cross River Lga,Lagos,SRV/23138/2010,Y,Y
LND800445,Amara Chukwu,(446) 177-7326,Commercial,Leasehold ,32997.25,2209798475.95 naira,Under Review,07.01.2021,08/05/2022,LAGOS LGA,Oyo,SRV/96022/2019,false,Y
LND800244,musa adekunle,08566695413,Mixed Use,C of O,36691.56,"NGN 3,869,444,714",Under Review,05 September 2015,12 March 2016,Rivers LGA,Plateau,SRV/67741/2017,0,0
LND800184,Emeka Yusuf,+234180332426,COMMERCIAL,Deed of Assignment,7097.6,336228563.01,Revoked,20/03/2023,05.12.2023,Imo Lga,Kano,SRV/13953/2021,No,false
LND800226,wale chukwu,99648628720,COMMERCIAL,Leasehold ,9369.67,"₦539,062,174.26",Rejected ,09 December 2017,,kano lga,Fct Abuja,-,FALSE,yes
LND800250,emeka okonkwo,0910 245 1091,Industrial ,Leasehold,14944.05,2059906057.55 naira,PENDING,2019-07-13,2019/09/15,cross river lga,Imo,,yes,N
LND800280,Bisi Adekunle,(885) 190-5348,Residential,Right of Occupancy,5963.71,2028235298.76,Revoked,2017-05-03,14-Jul-2017,Edo Lga,Imo,SRV/91953/2016,false,true
LND800019,Blessing Abubakar,(252) 129-3289,COMMERCIAL,Deed of Assignment,1015.23,4003882897.29 naira,Revoked,2021-11-21,21/09/2022,EDO LGA,Enugu,SRV/52285/2019,N,false
LND800373,Grace Ajayi,(893) 595-3828,Mixed use,Certificate of Occupancy,40432.62,4169131974.81 naira,Rejected ,N/A,11/15/2016,Ogun LGA,Cross River,--,0,Y
LND800282,Tobi Lawal,+234185174460,Agric,CofO,27899.74,-,Rejected ,2017/08/22,,Abuja LGA,Edo,SRV/34806/2021,0,false
LND800261,Musa Adekunle,+234260055955,Industrial,Deed of Assignment,177956.37,-,Approved,05-Jan-2018,10.12.2018,AKWA IBOM LGA,Imo,SRV/68011/2018,No,false
LND800310,Zainab Balogun,(040) 961-4973,Industrial ,C of O,28239.68,"₦2,579,709,162.63",Revoked,20.11.2018,05/22/2020,Kano LGA,Ogun,SRV/95971/2020,yes,N
LND800288,Yusuf Ajayi,234-429-831-522,residential,Leasehold,n/a,"N1,738,426,822",PENDING,26/05/2017,2018-05-01,akwa ibom lga,Cross River,SRV/49131/2025,N,0
