CaseID,CaseNumber,ClientName,ClientPhone,CaseType,CourtName,AssignedLawyer,DateFiled,NextHearingDate,ClosingDate,CaseStatus,Outcome,LegalFeeNGN,AmountPaidNGN,State,ProBonoCase
CASE200304,SUIT/FHC/4974/2024,Grace Yusuf,41680061027,Labour Law,Kano State High Court,Bola Adeyemi,04-Oct-2022,07/24/2024,23/04/2026,CLOSED,,"NGN 12,610,413",5974964.19 naira,Cross River,TRUE
CASE200185,SUIT/fhc/6483/2020,Amaka Ajayi,+234735435209,Criminal Defence,Lagos State High Court,Funmilayo Abubakar   ,2021-01-24,24 August 2021,21.08.2022,Closed,pending,"₦10,155,433.01","N5,477,071",Kano,Y
CASE200382,SUIT/FHC/3101/2025,BLESSING ADEKUNLE,234-793-375-636,Employment Law,Supreme Court Nigeria,Ngozi Suleiman   ,30/04/2019,2020-03-06,23-Aug-2020,Pending Hearing,Pending,"NGN 10,057,570",3682936.44,Kano,false
CASE200178,SUIT/FHC/7159/2020,CHIDI AJAYI   ,invalid,Property law ,Supreme Court Nigeria,Bisi Nnamdi,27-Feb-2023,2024-10-26,2027-03-22,Adjourned ,LOST,"6,807,820.11 ","₦3,730,639.84",Akwa Ibom,N
CASE200058,suit/fhc/4065/2022,Kemi Lawal,234-868-528-975,Criminal Defence,Federal High Court Lagos,Tunde Eze,12 April 2021,17-Nov-2022,30/04/2023,Closed,LOST,2324884.89 naira,2014304.68,Enugu,FALSE
CASE200153,suit/FHC/9116/2024,Bisi Adeyemi,06047658018,Property Law,Federal High Court Lagos,Kunle Lawal,31/03/2022,22.03.2023,2025-01-06,Adjourned ,LOST,"₦23,587,963.38","₦17,235,002.36",Plateau,Yes
CASE200124,SUIT/FHC/8254/2024,Adaeze Olawale,234-160-166-299,Commercial Dispute,Court of Appeal Abuja,Emeka Ajayi   ,2023/12/03,04 January 2024,,Adjourned,,"NGN 4,399,548","N1,156,616",Ogun,true
CASE200356,SUIT/fhc/7077/2020,Obinna Afolabi,28914161284,Employment Law,--,Kemi Nnamdi,25-Jun-2024,03 August 2025,20-Jun-2026,settled out of court,won,"₦23,262,290.03","N12,731,744",Akwa Ibom,1
CASE200208,suit/FHC/2669/2020,Bisi Eze,85474929751,Commercial dispute,Court of Appeal Abuja,Chinedu Balogun   ,07.07.2023,2024/02/03,00/00/0000,Settled,,6233412.39 naira,"N4,344,283",Kaduna,FALSE
CASE200250,suit/fhc/3151/2020,Kemi Yusuf,234-491-141-520,CRIMINAL,Supreme Court Nigeria,Fatima Mohammed,09-Feb-2023,2024-03-05,30 July 2025,Closed,Withdrawn,835371.71,"N294,673",Imo,Y
CASE200028,suit/FHC/2590/2020,Funmilayo Okonkwo,+234492164334,Commercial dispute,Customary Court Enugu,Ibrahim Yusuf   ,26/01/2023,11/24/2024,14-Jul-2026,CLOSED,Settled ,"₦22,617,652.89","N13,614,817",Akwa Ibom,no
CASE200386,n/a,Grace Okonkwo,26153473552,CRIMINAL,Magistrate Court Ikeja,Tobi Okeke,21/11/2023,09/10/2025,03 December 2027,Closed,?,"₦2,159,682.92","₦506,059.66",Anambra,0
CASE200137,suit/fhc/7871/2021,Femi  Okonkwo,01403696566,Labour Law,Lagos State High Court,Adaeze Okafor,12.08.2021,18.04.2023,2024/09/18,CLOSED,pending,"₦9,376,292.10",9744370.39,Enugu,FALSE
CASE200394,suit/fhc/6278/2024,MUSA NWOSU,05390789567,Commercial dispute,Unknown,Kemi Balogun,10-Apr-2020,18-Mar-2022,2023/07/25,settled out of court,Pending,23379302.40 naira,"NGN 12,741,056",Ogun,0
CASE200002,SUIT/fhc/1740/2019,  Adaeze Suleiman,(309) 883-9205,CRIMINAL,Magistrate Court Ikeja,Chioma Ajayi,00/00/0000,2020-09-19,,Settled Out of Court,won,"NGN 21,807,103","N22,291,641",Plateau,No
CASE200073,SUIT/FHC/8373/2021,Halima Abubakar,(703) 352-1103,Property law ,Court of Appeal Abuja,Fatima Mohammed,08-Mar-2023,17 March 2024,,settled out of court,Pending,12095819.23,"₦11,392,950.98",Kaduna,Yes
CASE200090,SUIT/FHC/2315/2019,Sadiq Eze,+234736609656,Property Law,Federal High Court Lagos,Femi Lawal,04/17/2020,23/09/2020,16 May 2021,Closed,Pending,18438239.26 naira,"12,541,480.22 ",lagos,Y
CASE200043,SUIT/FHC/1693/2019,Chinedu Yusuf,35031365024,Employment Law,Lagos State High Court,Blessing Bello,02/01/2019,2019-03-04,28-Jul-2021,Adjourned,Lost,329737.13,"N147,329",Lagos,0
CASE200211,SUIT/FHC/8259/2021,Femi Okafor,234-187-186-375,civil litigation,Supreme Court Nigeria,Femi Ajayi,01.06.2022,2022-09-03,12-Apr-2024,Adjourned,Pending,15487460.46 naira,"N9,849,840",KANO,TRUE
CASE200405,SUIT/fhc/7805/2022,ALIYU  YUSUF,(597) 412-1820,Employment Law,Supreme Court Nigeria,Funmilayo Abubakar,2019-02-03,2019/11/14,2022/02/17,CLOSED,LOST,22612463.49 naira,22301814.82 naira,Anambra,FALSE
CASE200053,SUIT/fhc/6874/2025,Bola Lawal,0109 678 9940,Civil Litigation,-,Halima Balogun,unknown date,14 April 2020,09/09/2022,Settled Out of Court,Settled ,12771203.92,12452778.56,Cross River,true
CASE200253,SUIT/FHC/8172/2021,Wale  Eze,+234785294563,civil litigation,Federal High Court Lagos,Ngozi Suleiman,08/03/2022,29/12/2023,,Settled Out of Court,Pending,8457152.87 naira,7357841.4,Kaduna,yes
CASE200337,suit/fhc/9458/2019,Tunde Adeyemi,(851) 961-1594,Family Law,Federal High Court Lagos,tunde bello,14.08.2023,11.08.2025,2026/03/28,Struck Out,pending,"NGN 5,500,348","2,192,473.19 ",Anambra,false
CASE200242,suit/FHC/9402/2024,Bola Okafor,07026952499,Commercial Dispute,Federal High Court Lagos,Bola Okonkwo,08/09/2019,04.12.2019,,Struck Out,Pending,"₦6,095,458.62","2,005,356.15 ",Edo,Y
CASE200275,SUIT/fhc/4162/2022,Ifeoma Afolabi,+234652669300,Civil Litigation,Kano State High Court,Adaeze Olawale,27.04.2023,2023/06/16,,Closed,pending,"₦5,942,887.93","₦3,391,651.93",Enugu,0
CASE200222,SUIT/FHC/8769/2021,  ifeoma balogun,+234818321928,Commercial dispute,Kano State High Court,BLESSING OKAFOR   ,10-May-2022,02/12/2023,16 September 2025,Adjourned,,15230475.48 naira,14832825.82 naira,Oyo,no
CASE200114,SUIT/fhc/727/2019,Bisi Bello,+234405682996,Commercial dispute,Kano State High Court,Chioma Ajayi,19.02.2023,2023-05-13,06/12/2023,Pending Hearing,Settled,16606074.31,"16,290,704.50 ",Cross River,1
CASE200157,SUIT/fhc/4462/2020,Kemi Balogun,(009) 109-3911,Property law ,Lagos State High Court,Musa Okeke,2019-11-02,2020-03-09,06/03/2022,Closed,pending,"NGN 20,877,903",14536933.66 naira,Akwa Ibom,Yes
CASE200327,suit/FHC/1471/2021,  Emeka Balogun   ,0975 634 1085,Commercial dispute,Customary Court Enugu,Kemi Chukwu,25.07.2021,2023-04-02,,Active,,"NGN 11,747,109",4899487.57 naira,Enugu,1
CASE200108,SUIT/fhc/3457/2025,Chioma Eze,07293430107,Property law ,N/A,Blessing Suleiman,10 July 2022,2023-08-10,02/01/2024,Adjourned,  ,5105333.36 naira,"NGN 5,229,074",Ogun,Yes
CASE200363,SUIT/FHC/3497/2021,Adaeze Olawale,234-614-987-283,Property Law,Federal High Court Abuja,Sadiq Okafor,05 November 2024,29 June 2025,12/09/2025,CLOSED,LOST,"₦10,374,889.09",6524159.36,Kaduna,TRUE
CASE200333,SUIT/fhc/9294/2023,Kemi Bello,57126611062,Property law ,Federal High Court Abuja,aliyu olawale,02/28/2023,2023-09-09,,Settled,Lost,11066209.63 naira,"N12,097,430",Imo,1
CASE200135,NIL,Amara Ajayi,0354 946 5190,Labour Law,unknown,Ibrahim Okeke,25.11.2023,2024/06/29,,Pending Hearing,Won,"N17,237,660","NGN 11,443,209",Akwa Ibom,TRUE
CASE200314,suit/FHC/1516/2021,Chioma Okonkwo,04665729341,CRIMINAL,Magistrate Court Ikeja,amaka okeke,09 May 2021,17-Sep-2021,12/15/2022,Settled Out of Court,Settled ,"NGN 4,852,122",981288.49 naira,Delta,FALSE
CASE200372,-,Amara Yusuf,02070496110,Civil Litigation,Federal High Court Abuja,Bisi Ogundimu,2023/10/24,08.05.2025,,Adjourned ,LOST,"NGN 21,333,585",20879080.35 naira,Anambra,yes
CASE200156,N/A,Aliyu Chukwu,invalid,Commercial Dispute,Lagos State High Court,Blessing Nnamdi,06/04/2019,03-Jan-2021,,Struck Out,Lost,"₦605,809.78","NGN 168,583",Ogun,Y
CASE200167,suit/FHC/3668/2024,Bisi Nwosu,71732030937,Employment Law,--,Obinna Nnamdi,29.08.2019,2019-12-12,12/15/2021,Settled Out of Court,won,"₦11,008,846.46","NGN 4,805,264",Enugu,no
CASE200186,SUIT/fhc/5241/2024,Emeka Okeke,234-217-762-534,Property law ,Lagos State High Court,Amaka Lawal,2023-07-02,2025/06/07,,Struck Out,nil,--,"NGN 15,651,895",Ogun,true
CASE200010,suit/fhc/7174/2024,SADIQ OGUNDIMU,05539423733,CRIMINAL,Supreme Court Nigeria,Amara Nnamdi,09/24/2023,30.11.2024,00/00/0000,Pending Hearing,Pending,"₦8,715,246.11","N7,924,971",Akwa Ibom,TRUE
CASE200247,SUIT/fhc/1123/2024,Chidi Nnamdi,(828) 064-7969,Property law ,Federal High Court Lagos,Chioma Adeyemi,,06-Nov-2023,07/08/2024,Closed,Settled ,"N12,441,948",3613541.11 naira,Edo,TRUE
CASE200019,suit/FHC/4899/2024,Femi Abubakar,02702672885,CRIMINAL,Lagos State High Court,Ibrahim Olawale,05-Aug-2022,25.02.2024,2026/02/13,Active,pending,"₦13,321,545.77","₦7,390,346.31",Imo,FALSE
CASE200299,SUIT/FHC/1577/2022,Chinedu  Balogun,234-476-174-224,Family Law,Lagos State High Court,Blessing Nwosu,08 February 2023,2024/08/07,2024-10-18,active,nil,"NGN 9,392,748",3561194.56,Ogun,Yes
CASE200164,SUIT/fhc/5240/2025,Yusuf Okafor,06618306719,Civil Litigation,Magistrate Court Ikeja,Ifeoma Balogun,28/02/2023,24/11/2023,24.08.2024,Settled Out of Court,won,"N17,480,883","N4,804,482",Oyo State,Yes
CASE200195,suit/FHC/5241/2024,Amaka  Suleiman,57905528183,Criminal Defence,Customary Court Enugu,Amaka Okafor   ,08/30/2023,26.02.2025,2027-01-17,Active,Settled,"N20,034,856",-,Rivers State,false
CASE200180,suit/fhc/4677/2024,Bola Suleiman,0722 005 4364,Family Law,Supreme Court Nigeria,Kemi Olawale,15/11/2020,05/09/2021,07/29/2021,Pending Hearing,Won,9240590.45 naira,"NGN 6,413,751",Plateau,Y
CASE200223,SUIT/fhc/9555/2019,Amaka Okeke,05445189520,Labour Law,Federal High Court Abuja,Grace Okonkwo,00/00/0000,10/04/2019,2021/01/01,active,--,"₦16,434,444.71",16102792.72,Abuja,FALSE
CASE200228,suit/fhc/7530/2021,Bisi Olawale,0321 611 0760,Family Law,Federal High Court Lagos,Femi Ogundimu,03.08.2022,27/08/2023,,settled out of court,Settled ,17687451.00 naira,"N16,768,452",Kaduna,TRUE
CASE200226,SUIT/fhc/4185/2021,Femi Ajayi,01207545279,Property law ,Customary Court Enugu,Aliyu Bello,2024-09-12,14.06.2025,2025-12-17,CLOSED,-,  ,"N11,103,988",lagos,Yes
CASE200140,SUIT/FHC/4167/2021,Bola Abubakar,+234267969278,Property Law,Kano State High Court,Amaka Eze,unknown date,14 January 2021,,Closed,LOST,"20,833,864.48 ","₦5,838,975.22",Rivers State,yes
CASE200244,SUIT/FHC/6797/2025,Ngozi Adekunle,(588) 006-1675,Family Law,Customary Court Enugu,   BOLA AJAYI,06/05/2023,2024-05-29,08-Aug-2026,Struck Out,-,"10,034,724.58 ","3,385,500.13 ",Ibadan,false
CASE200293,SUIT/FHC/9248/2022,IFEOMA ADEYEMI,(097) 592-3045,Labour Law,Supreme Court Nigeria,BISI AFOLABI   ,2024-04-02,05 March 2025,,active,n/a,"565,592.34 ","NGN 575,261",Edo,No
CASE200340,suit/fhc/8842/2022,WALE NNAMDI,0851 067 9497,CRIMINAL,Federal High Court Abuja,Femi Balogun,2019/03/08,23 August 2019,2020/12/10,CLOSED,Lost,  ,"₦3,413,257.06",Kaduna,yes
CASE200173,SUIT/fhc/870/2022,Segun Abubakar,0982 530 9251,CRIMINAL,Customary Court Enugu,Adaeze Mohammed,03 December 2023,25.05.2025,02/10/2025,Pending Hearing,Settled,"₦17,401,542.36","N5,097,118",Akwa Ibom,true
CASE200330,SUIT/fhc/8608/2020,Ngozi Okafor,00548510174,Employment Law,Court of Appeal Abuja,Tunde Bello,05/31/2019,00/00/0000,01/07/2020,Closed,,"8,027,974.64 ","₦5,859,948.41",kano,N
CASE200424,-,Tobi Ogundimu,234-206-506-373,Property Law,Magistrate Court Ikeja,Ifeoma Balogun,03 March 2021,23/10/2022,05.08.2023,Adjourned ,Won,"NGN 12,075,760",8817835.41 naira,Anambra,N
CASE200265,SUIT/fhc/2386/2019,emeka olawale,0391 559 6363,Labour Law,Magistrate Court Ikeja,Segun Okafor,2019/09/08,20.04.2020,,Settled Out of Court,Settled,2692073.33 naira,"NGN 1,395,704",Akwa Ibom,yes
CASE200126,SUIT/fhc/3357/2022,Chidi Okeke,07174773329,Property law ,Court of Appeal Abuja,Chidi Chukwu,19/01/2020,12 March 2020,30 December 2021,Closed,Settled,"N14,450,852",13024530.32,Abuja,true
CASE200390,SUIT/fhc/1733/2025,Yusuf Adeyemi,,civil litigation,Court of Appeal Abuja,Adaeze Okafor,23.03.2024,26 September 2025,2026-08-05,Closed,Settled,"₦16,218,000.36","NGN 9,496,768",Cross River,No
CASE200420,SUIT/FHC/1787/2019,Ngozi Adeyemi,01647090063,Commercial dispute,Magistrate Court Ikeja,  Aliyu Yusuf,08/02/2020,22/10/2021,18-Mar-2024,active,LOST,22625745.84,"9,960,093.34 ",Ogun,1
CASE200389,suit/FHC/2869/2021,Yusuf  Mohammed,0253 042 8973,Commercial dispute,Lagos State High Court,Chinedu Eze,25.09.2021,not set,,Adjourned ,Lost,1549655.55,1070723.43,Ogun,Yes
CASE200267,SUIT/fhc/6727/2025,Bisi Olawale,0515 867 3425,Commercial Dispute,Magistrate Court Ikeja,Zainab Afolabi,2024/11/29,2026/06/25,,active,Lost,"NGN 18,483,492","N6,554,553",Rivers State,Yes
CASE200092,suit/FHC/9936/2024,Ibrahim Yusuf,08860868034,Commercial Dispute,Magistrate Court Ikeja,   Kemi Okonkwo,18/12/2022,,unknown date,Adjourned,LOST,"NGN 19,877,505","NGN 12,992,296",Anambra,yes
CASE200278,suit/FHC/8874/2024,Amara Yusuf,77133344762,Property law ,Federal High Court Lagos,Yusuf Okafor,26-Dec-2024,03-Apr-2026,12/02/2027,Adjourned ,won,15288111.73 naira,"₦5,418,933.94",Oyo,TRUE
CASE200318,SUIT/fhc/857/2020,Halima Afolabi,+234508428910,Property Law,Federal High Court Abuja,Tobi Yusuf,12-Aug-2020,12/10/2021,05.06.2022,Pending Hearing,-,"NGN 5,636,397","₦5,719,591.54",Akwa Ibom,no
CASE200430,SUIT/fhc/797/2020,Segun Afolabi,234-397-524-508,Labour Law,Court of Appeal Abuja,Blessing Mohammed,15-Sep-2019,2020-02-01,06/07/2020,Settled Out of Court,LOST,"NGN 17,779,404",unknown,Edo,TRUE
CASE200220,SUIT/fhc/5694/2019,Musa Okeke,15890429025,Civil Litigation,?,Kemi Bello,25 September 2019,N/A,,Pending Hearing,won,20350134.19,6570988.08 naira,Enugu,true
CASE200247,SUIT/fhc/1123/2024,Chidi Nnamdi,(828) 064-7969,Property law ,Federal High Court Lagos,Chioma Adeyemi,,06-Nov-2023,07/08/2024,Closed,Settled ,"N12,441,948",3613541.11 naira,Edo,TRUE
CASE200345,SUIT/FHC/5988/2022,Chinedu Afolabi   ,,Civil Litigation,Supreme Court Nigeria,Ibrahim  Eze,19.08.2020,05.03.2021,30/08/2022,Pending Hearing,Pending,"N14,821,614",15283784.81,Oyo,true
CASE200106,SUIT/fhc/517/2019,FATIMA BALOGUN   ,01981794695,Employment Law,Federal High Court Lagos,Bola Abubakar,14 September 2019,09 December 2019,,Settled,LOST,"₦24,492,281.17","NGN 13,433,249",Edo,yes
CASE200174,suit/FHC/577/2021,Yusuf Okeke,234-262-582-739,Criminal Defence,Kano State High Court,CHIDI NNAMDI,,24 March 2021,,active,LOST,nil,"5,123,277.13 ",Lagos State,Y
CASE200085,SUIT/fhc/3169/2019,Bisi Suleiman,52056647423,Family Law,Court of Appeal Abuja,Aliyu Okeke,04 December 2024,06/01/2025,,CLOSED,Settled ,-,"NGN 479,947",Cross River,N
CASE200400,SUIT/fhc/3478/2020,Bisi Balogun,0738 987 7515,Civil Litigation,Customary Court Enugu,Aliyu Bello,03/16/2020,2021/07/30,03.10.2023,Struck Out,Lost,22306281.09 naira,11058558.27,Plateau,N
CASE200310,SUIT/FHC/7515/2019,Amaka Olawale,invalid,Family Law,Magistrate Court Ikeja,Amaka Lawal,12/07/2024,unknown date,08 May 2027,Adjourned ,pending,473864.68,"NGN 425,520",ABUJA,Yes
CASE200158,SUIT/fhc/915/2019,Ngozi  Chukwu,+234269212447,Family Law,Customary Court Enugu,Obinna Okafor,30 July 2022,2023/11/17,2024-03-25,Active,Unknown,"N122,009",87868.68,Rivers,false
CASE200407,SUIT/FHC/9528/2023,Zainab Abubakar,234-705-802-566,Employment Law,Federal High Court Lagos,Segun Ajayi,2022/04/13,02/04/2023,2025-02-13,Active,Settled,17093110.62,"NGN 6,563,228",Rivers,1
CASE200050,suit/FHC/7091/2019,Blessing Yusuf,0620 959 3518,CRIMINAL,nil,Sadiq Okonkwo,07/19/2019,03/05/2020,04/17/2022,active,,"NGN 12,942,571",4614373.67 naira,Plateau,No
CASE200154,SUIT/fhc/1517/2024,Bola Okafor,+234945441496,Family Law,Federal High Court Lagos,Ifeoma Bello,21 November 2023,08 March 2025,21 January 2027,Settled,Won,"₦9,778,854.58",4320349.72,Cross River,N
CASE200142,SUIT/FHC/9631/2022,Femi Afolabi,(384) 689-5009,civil litigation,Supreme Court Nigeria,Musa Suleiman,16 July 2021,2022-07-15,22/08/2023,Closed,Lost,15683422.95,"N16,506,276",Lagos,0
CASE200353,suit/fhc/5361/2022,Ngozi Okafor,67183258238,Property law ,Federal High Court Lagos,Kunle Okeke,12-Nov-2022,11-Jun-2023,04/04/2025,active,NULL,"N22,413,452","₦12,916,456.40",Kaduna,FALSE
CASE200347,SUIT/fhc/4983/2021,Chinedu Afolabi,0856 411 1824,Civil Litigation,Kano State High Court,musa afolabi,07/06/2022,2022-07-28,08-May-2023,Closed,Withdrawn,"N4,704,983","NGN 4,729,983",Imo,TRUE
CASE200294,unknown,Tobi Okonkwo,234-896-164-236,Family Law,Customary Court Enugu,Ngozi Okafor,not set,2021/12/30,2022/02/01,Adjourned,Lost,"₦7,416,952.01","NGN 4,519,443",Abuja,FALSE
CASE200079,SUIT/FHC/9978/2023,IBRAHIM OLAWALE,+234780038457,Property law ,Lagos State High Court,Yusuf Balogun,04 November 2019,27.04.2021,2022-02-28,settled out of court,--,10201428.44,"₦2,280,355.95",Imo,1
CASE200036,SUIT/fhc/7424/2021,kunle mohammed,0631 224 1797,Family Law,Federal High Court Abuja,Segun Okeke,05/14/2020,16.02.2022,,Pending Hearing,,"NGN 7,083,333","N6,036,991",Kano,N
CASE200190,suit/FHC/4562/2023,  Zainab Nwosu,(686) 717-7318,civil litigation,Court of Appeal Abuja,obinna abubakar   ,18 November 2021,21-Nov-2022,,Pending Hearing,Withdrawn,"NGN 10,197,316","₦5,279,180.91",Kaduna,FALSE
CASE200192,SUIT/FHC/9297/2020,aliyu adekunle,(799) 077-2625,Labour Law,Supreme Court Nigeria,Chinedu Nnamdi,02/03/2022,18-Oct-2023,05-Jun-2024,active,Pending,14394251.90 naira,"₦6,371,979.50",Edo,false
CASE200248,SUIT/FHC/934/2024,Ifeoma Mohammed,234-500-902-559,Civil Litigation,Lagos State High Court,Bisi Chukwu,2023-08-27,2023/11/11,26-Feb-2024,Settled Out of Court,pending,"22,121,421.26 ",19508955.70 naira,Plateau,Yes
CASE200234,SUIT/fhc/3092/2022,BLESSING  LAWAL,234-638-361-517,Commercial dispute,Federal High Court Lagos,Ifeoma Okonkwo,2020-08-04,2022-07-15,2024-03-03,Closed,N/A,"₦6,826,349.62","N5,923,340",Kaduna,TRUE
CASE200034,suit/FHC/6813/2022,Chidi Abubakar,+234536866326,Commercial Dispute,Kano State High Court,EMEKA OKEKE,21/05/2024,04.07.2025,08/24/2027,Settled Out of Court,,"NGN 12,252,732","₦8,470,622.56",Delta,Y
CASE200259,,BOLA BELLO,0572 324 6651,Property law ,Court of Appeal Abuja,Wale Abubakar,20 October 2019,22-Feb-2021,04/10/2023,settled out of court,Won,--,209919.21,Kaduna,yes
CASE200311,suit/fhc/2604/2023,sadiq okeke   ,N/A,Employment Law,Kano State High Court,Ifeoma Lawal,10/11/2023,23-Sep-2025,,Pending Hearing,Withdrawn,"N15,204,680",11201880.66,Edo,TRUE
CASE200052,SUIT/FHC/9637/2022,femi adekunle,(181) 022-0317,Civil Litigation,Lagos State High Court,Obinna Balogun,04-Feb-2021,01/15/2023,,Pending Hearing,Settled ,"NGN 16,513,556","₦11,416,267.23",Anambra,true
CASE200292,SUIT/FHC/9187/2022,Chidi Adeyemi,0000000000,Employment Law,Magistrate Court Ikeja,Emeka Nnamdi,06-May-2021,28-Jan-2023,03/25/2025,Adjourned,Withdrawn,4049950.10 naira,"NGN 4,235,415",Imo,N
CASE200357,SUIT/FHC/3630/2021,  EMEKA OLAWALE   ,234-398-554-743,Civil Litigation,Magistrate Court Ikeja,Zainab Okafor,2020/06/01,02/10/2021,2023-09-30,Settled,,"12,330,140.80 ","NGN 9,094,087",Akwa Ibom,TRUE
CASE200289,SUIT/FHC/9665/2023,Adaeze Mohammed,+234121513422,Property Law,null,Zainab Olawale,13.07.2021,2022-10-15,,Settled,Pending,"₦14,411,188.50","NGN 11,484,518",Enugu,Yes
CASE200401,suit/FHC/5179/2021,Funmilayo Yusuf,+234637780529,Family Law,Court of Appeal Abuja,Ifeoma Okafor,not set,03-Dec-2020,11/08/2021,Closed,pending,"₦4,661,446.05","NGN 1,916,878",Oyo State,No
