TaxpayerID,CompanyName,TaxType,Sector,RegistrationDate,AssessmentYear,TurnoverNGN,TaxLiabilityNGN,TaxPaidNGN,OutstandingNGN,ComplianceStatus,PenaltyNGN,ContactPhone,State,AuditFlag
TIN20537050,  Amaka Afolabi Enterprises,Education Tax ,Oil & Gas,2021/01/28,2023,18454213913.92 naira,3154202504.22,"N1,462,582,836","NGN 1,691,619,669",compliant,"NGN 182,280,665",(191) 116-6122,Edo,true
TIN46321739,Emeka Nwosu Enterprises,Education Tax (EDT),Manufacturing,10/11/2012,  ,"₦20,010,867,933.21","N3,275,855,797",1130099792.78 naira,"NGN 2,145,756,004",Compliant,57753700.05,invalid,Plateau,Y
TIN39736273,Segun Chukwu Enterprises,Withholding Tax (WHT),Retail,06/12/2016,2024,"NGN 36,311,775,449","5,102,385,944.73 ",982781216.99,"₦4,119,604,727.74",Under Audit,,,Lag,N
TIN17252887,   Emeka Afolabi Enterprises,PIT,Real Estate,18/10/2022,2022,"NGN 5,996,614,148","₦573,701,381.19",n/a,0.00 ,Compliant,"N38,859,093",0612 939 0025,Kaduna,false
TIN83005924,Aliyu Yusuf Enterprises,CIT,Manufacturing,13 June 2019,2021,"NGN 37,172,415",5745802.00 naira,3947990.52,1797811.48,Non-Compliant,,invalid,Ogun,true
TIN59611763,Fatima Nwosu Enterprises,Value Added Tax (VAT),-,20 March 2017,2023,"₦9,209,818,798.23","N2,383,849,406",686718686.24 naira,"₦1,697,130,719.40",Exempted ,"N187,843,967",+234534281644,Oyo State,false
TIN50091766,Obinna Adeyemi Enterprises,PIT,Manufacturing,12/05/2018,2023,"N49,640,659,552",12797692944.18 naira,"₦4,995,600,727.33","₦7,802,092,216.85",Under audit,99417678.66 naira,(706) 362-1986,Kaduna,0
TIN75863181,femi eze enterprises,CIT,Banking,29 June 2020,2023,"NGN 32,092,029,136","N754,603,989",-,"NGN 355,201,780",Under Audit,,0698 416 6123,Imo,1
TIN16220386,Kunle Nnamdi Enterprises,Value Added Tax (VAT),Telecoms,2012/12/22,2021,"4,803,995,664.11 ","NGN 1,115,892,820",677669438.70 naira,"438,223,381.41 ",Non-Compliant,105777798.74,00285162259,Anambra,TRUE
TIN71151134,Fatima Ajayi Enterprises   ,cit,FMCG,2019/09/21,2022,7254790176.67,N/A,nil,"N588,332,625",compliant,"₦14,982,990.23",0844 246 4884,rivers,N
TIN19573523,ZAINAB AFOLABI ENTERPRISES,Company Income Tax (CIT),Telecoms,20/03/2013,2020,32471540391.18 naira,"₦2,721,557,802.62",153261551.91 naira,,Exempted,5087369.02,07319227607,Oyo,true
TIN13439391,Bola Chukwu Enterprises,Personal Income Tax (PIT),Real Estate,2012/12/29,2021,"₦30,618,683,358.56","₦8,176,684,884.38","N228,055,994","₦7,948,628,890.72",Compliant,112372027.69,(548) 534-6557,Edo,no
TIN66630973,  grace adekunle enterprises   ,Personal Income Tax (PIT),Oil & Gas,12-Mar-2010,2023,"NGN 31,893,385,400",7163556930.88,"4,351,825,635.86 ",2811731295.0200005,Under Audit,,+234867782312,Oyo State,No
TIN12193862,Blessing Abubakar Enterprises,CIT,Oil & Gas,14.09.2013,2022,"N38,615,539,384",7079229715.84,"₦6,275,100,612.19","NGN 804,129,104",compliant,,09795728575,Enugu,1
TIN10722347,Ngozi Abubakar Enterprises,Company Income Tax (CIT),Professional Services,2011-09-16,2020,6081056673.26 naira,"NGN 1,204,368,481","₦1,262,579,050.33",,compliant,,(882) 188-4968,Imo,FALSE
TIN25089603,Ifeoma Eze Enterprises,vat,FMCG,08/04/2011,2023,5496218322.05,"NGN 637,549,591","N102,233,421",535316169.76 naira,Exempted,,234-821-160-204,Anambra,No
TIN86690343,  SADIQ NNAMDI ENTERPRISES,Education Tax ,FMCG,13-Jun-2019,2025,44178991224.19 naira,"1,496,665,263.77 ","₦46,560,371.97",,Compliant,,0225 920 6165,Kaduna,true
TIN47180745,segun nnamdi enterprises,CIT,Banking,04/07/2010,2023,38225086635.19 naira,9864390219.47 naira,"NGN 7,914,714,829","₦1,949,675,390.29",compliant,,03007169500,Plateau,FALSE
TIN87703201,Adaeze Adekunle Enterprises,VAT,Telecoms,2022/08/23,2022,"₦25,815,948,216.32","N6,698,916,669","₦6,802,514,826.52",0.00 ,Exempted,412510157.87,invalid,Cross River,0
TIN84641862,Tunde Balogun Enterprises,Education Tax (EDT),Professional Services,29.03.2010,2024,"N48,481,924,128","NGN 6,185,438,262",5877674346.64,307763915.0899992,Under Audit,  ,08682509522,Delta,no
TIN27583157,Halima Bello Enterprises,Value Added Tax (VAT),Oil & Gas,05 June 2021,2023,21857291715.90 naira,"NGN 627,681,576","NGN 486,665,470",,NON-COMPLIANT,11717849.25 naira,53689005779,oyo,yes
TIN54983649,Kunle Bello Enterprises,PIT,Real Estate,2016/09/01,2020,"2,885,358,053.26 ",828151001.51,908525181.62,NGN 0,Under audit,"₦63,191,412.89",01097202170,Abuja,no
TIN96719643,Fatima Abubakar Enterprises,Personal Income Tax (PIT),-,2011/11/05,2025,"NGN 49,364,637,600",14405530039.37,8728661677.08 naira,5676868362.290001,Non-Compliant,1110706869.0,+234409649668,Abuja,no
TIN53238340,Aliyu Yusuf Enterprises,Capital Gains Tax (CGT),Telecoms,2016/12/19,2024,"N5,698,519,215",NIL,"N747,497,845",373649354.70000005,Under audit,,0179 726 9999,Rivers,No
TIN32692102,Kunle Mohammed Enterprises,Education Tax ,Oil & Gas,26.05.2018,2022,"NGN 14,517,987,308","NGN 3,810,448,014","NGN 2,961,080,952","849,367,061.67 ",Exempted,,03444429906,kano,No
TIN22973132,CHIOMA ADEYEMI ENTERPRISES,Education Tax (EDT),N/A,30.11.2014,2022,40793068216.78 naira,"₦6,463,360,951.99","NGN 4,575,813,941","1,887,547,010.57 ",Non-Compliant,"NGN 260,121,823",0340 153 5346,Kaduna,1
TIN68952745,Bisi Adeyemi Enterprises,WHT,FMCG,2022/01/12,2020,5205490805.31 naira,1515586395.22,"NGN 240,819,775","N1,274,766,621",Exempted ,108537077.94 naira,+234641839841,Akwa Ibom,no
TIN33397229,Tunde Suleiman Enterprises,WHT,Oil & Gas,2021-03-02,2025,"₦28,686,765,129.17","₦1,648,700,499.47","₦1,614,067,022.30",34633477.17 naira,compliant,"N142,985,100",46634544344,Kaduna,1
TIN61517329,Grace Mohammed Enterprises,vat,Telecoms,19/04/2021,2025,"N37,454,151,243",6691886964.77,"₦4,735,830,115.76","1,956,056,849.01 ",Exempted,,0000000000,Lag,Y
TIN19715625,Obinna Okeke Enterprises,Capital Gains Tax (CGT),Real Estate,2014/04/10,2025,9751954563.49 naira,236589395.62 naira,"NGN 169,530,200",67059195.47,Under Audit,,06488208934,abuja,Yes
TIN43190969,Fatima Nwosu Enterprises,Company Income Tax (CIT),unknown,19-May-2016,2023,22367178053.1,"₦2,261,670,676.14","NGN 1,243,286,332","NGN 1,018,384,345",Exempted,,70532601193,Cross River,No
TIN82526304,Obinna Olawale Enterprises,vat,Oil & Gas,03 January 2021,2021,6445243376.66,"471,999,396.92 ","472,371,536.28 ",₦0.00,NON-COMPLIANT,,0860 282 6254,Delta,0
TIN99218413,Yusuf Suleiman Enterprises,Value Added Tax (VAT),Manufacturing,15.10.2018,2023,8925381252.70 naira,"₦205,588,191.68","N137,238,561",68349631.06 naira,Non-Compliant,149208.25,(306) 831-7641,Cross River,FALSE
TIN99058907,Obinna Okafor Enterprises,VAT,Oil & Gas,2022/12/03,2025,"N3,988,411,781",192228954.67 naira,117564708.16 naira,"NGN 74,664,247",Exempted ,,0487 177 5461,Enugu,0
TIN28504576,Blessing Afolabi Enterprises,Value Added Tax (VAT),Real Estate,07/31/2016,2021,"₦10,862,111,702.95","NGN 2,638,601,164",1469506079.91 naira,?,Under Audit,,+234009536621,Oyo,yes
TIN65778869,CHINEDU NWOSU ENTERPRISES,Value Added Tax (VAT),Professional Services,23.12.2010,2024,"NGN 31,681,762,518","NGN 6,066,343,823",2895164868.93,"₦3,171,178,953.83",Exempted,,0821 072 8878,Oyo State,TRUE
TIN44688884,Fatima Afolabi Enterprises,CIT,Real Estate,01/03/2011,2020,"₦8,090,144,529.37","₦664,114,277.90","N500,096,804","164,017,474.02 ",Exempted ,,234-207-536-051,Kaduna,no
TIN85644911,Ibrahim Afolabi Enterprises,Personal Income Tax (PIT),Telecoms,2022/05/17,2022,"N39,274,471,478",7226633989.79,3005234267.95,"NGN 4,221,399,722",NON-COMPLIANT,"NGN 175,765,172",(543) 412-3016,Rivers,N
TIN81887831,Tunde Lawal Enterprises,Withholding Tax (WHT),Real Estate,03/30/2011,2023,"₦17,210,348,971.24",1624197766.47 naira,"NGN 349,680,498","NGN 1,274,517,269",Non-Compliant,,06113711815,Delta,no
TIN48716063,Musa Ajayi Enterprises,Personal Income Tax (PIT),Telecoms,2021/04/30,2020,32260655711.0,"N750,779,158",  ,"N173,127,594",Under Audit,,05952056100,Edo,TRUE
TIN67280441,Emeka Abubakar Enterprises,CIT,Oil & Gas,2010-04-11,2025,39439942288.26,NULL,"₦6,026,525,337.95",228900335.35000038,Under audit,381006501.27 naira,+234512817751,Delta,no
TIN24015628,Segun Ogundimu Enterprises,vat,Professional Services,2014-11-29,2022,10496643266.14 naira,"NGN 1,962,158,699",932767268.94 naira,"₦1,029,391,430.21",Exempted ,,47744735352,Plateau,0
TIN40126712,Amara  Mohammed Enterprises,Capital Gains Tax (CGT),Telecoms,2015/11/17,2023,14342385294.79 naira,316482183.72,"NGN 44,424,296","272,057,887.53 ",Under Audit,19227639.16 naira,06251521746,Cross River,false
TIN80822714,Obinna Chukwu Enterprises   ,Company Income Tax (CIT),Oil & Gas,16/01/2014,2021,"N7,497,906,900",NIL,448227837.92,"637,021,779.93 ",Under Audit,"NGN 106,481,854",234-048-507-665,rivers,Y
TIN13640369,Segun Okafor Enterprises,WHT,Retail,04.05.2021,2023,"44,255,923,030.04 ","N10,615,628,934","N5,237,272,573","₦5,378,356,360.67",Exempted,,06085481867,Lagos,true
TIN49214164,Obinna Adeyemi Enterprises,cit,Manufacturing,23.02.2016,2021,"NGN 45,520,951,162","N7,877,736,918","NGN 6,494,373,893","N1,383,363,025",NON-COMPLIANT,"₦196,472,922.97",234-133-030-334,Rivers,false
TIN28151774,Halima  Lawal Enterprises,Personal Income Tax (PIT),Retail,04-Nov-2022,2020,"₦9,619,215,812.96","₦1,124,821,304.81","NGN 840,496,847","284,324,457.87 ",Partially Compliant,61567279.84 naira,0238 600 3044,Imo,false
TIN71561022,yusuf afolabi enterprises   ,vat,Retail,N/A,2020,  ,3783835499.33,2560411502.24,"NGN 1,223,423,997",Non-Compliant,"NGN 144,489,310",02953506373,Kaduna,Yes
TIN70043250,Fatima Olawale Enterprises,WHT,Manufacturing,2021/03/06,2025,"N2,298,053,510","₦532,797,413.40","N102,231,071","N430,566,342",Under Audit,"₦47,312,132.66",09340391045,Plateau,yes
TIN13119554,Grace Olawale Enterprises,Company Income Tax,Real Estate,2014/12/04,2020,"NGN 42,607,867,238",Unknown,"2,890,096,122.93 ",NIL,NON-COMPLIANT,"₦461,707,150.92",03038856811,Abuja,TRUE
TIN40095584,  Sadiq Nnamdi Enterprises,Value Added Tax (VAT),Retail,30 August 2012,2024,--,1930210871.52 naira,"N1,600,661,448",329549423.28,Under Audit,"188,790,983.96 ",02990716690,Akwa Ibom,TRUE
TIN59552113,Aliyu Bello Enterprises,Education Tax ,FMCG,01-May-2016,2023,"₦7,962,264,753.05",  ,"2,487,491,806.21 ",N0,Compliant,,234-978-145-900,LAGOS,no
TIN54318442,Emeka Abubakar Enterprises,Education Tax (EDT),Oil & Gas,02/05/2014,2023,"N49,187,771,031","₦5,368,985,579.52","₦5,391,518,445.32",0.00 ,Exempted ,,(089) 747-4859,Akwa Ibom,TRUE
TIN71300475,Chioma Lawal Enterprises,vat,Professional Services,2014-03-04,2024,"NGN 15,099,287,036",2277503754.86 naira,"NGN 2,366,455,793",₦0.00,Non-Compliant,,(565) 775-8097,Kaduna,FALSE
TIN81510524,Amaka Adeyemi Enterprises,Value Added Tax (VAT),Manufacturing,03-Nov-2020,2020,"N17,009,463,454","NGN 4,268,040,103","N3,039,311,462","NGN 1,228,728,641",Non-Compliant,,03589693353,Anambra,FALSE
TIN27640010,Segun Chukwu Enterprises,cit,Professional Services,21.12.2019,2020,"NGN 13,671,319,456",2552431717.51 naira,"₦176,229,728.12",2376201989.3900003,NON-COMPLIANT,105376177.04,(395) 978-1554,Akwa Ibom,Y
TIN17167939,Amara Suleiman Enterprises,WHT,Manufacturing,not set,2022,"N10,819,365,075","₦325,004,723.68",272956612.16 naira,52048111.51999998,Partially Compliant,,41996264222,Oyo State,Y
TIN38534846,Kunle Abubakar Enterprises,Value Added Tax (VAT),Banking,2018/11/05,unknown,18798471143.57 naira,--,"₦1,263,411,613.40",631778819.9099998,compliant,"NGN 92,365,732",+234348268999,Abuja,N
TIN19488938,Obinna Adekunle Enterprises,VAT,Banking,2012-08-15,2024,41588531351.21 naira,"N2,653,925,021","NGN 1,192,894,358","₦1,461,030,663.16",compliant,"NGN 231,857,898",93781053912,Oyo,0
TIN15461615,Tunde Eze Enterprises,PIT,Banking,2011/08/28,2025,7776835976.86,"317,563,652.95 ","₦16,367,443.88",301196209.07 naira,Exempted ,22025679.25 naira,0113 885 0342,Anambra,true
TIN24186362,Segun Mohammed Enterprises,Education Tax ,FMCG,02 August 2019,2024,39500597012.19 naira,"NGN 7,256,693,147","3,155,170,894.84 ","NGN 4,101,522,252",compliant,"₦499,697,880.04",(182) 360-1071,Oyo State,no
TIN43666719,Segun Yusuf Enterprises,CIT,-,2010-05-04,2021,"₦19,998,521,887.89","N1,999,829,508","N1,469,119,446",530710061.21 naira,NON-COMPLIANT,"₦6,788,531.42",+234867661008,Kaduna,No
TIN82608930,Wale Ogundimu Enterprises,CIT,null,2014/07/28,2022,"38,003,789,727.87 ",8194442720.58,"N8,886,048,178",NGN 0,NON-COMPLIANT,"N66,965,939",23899499197,Delta,Yes
TIN79127864,Femi Lawal Enterprises,WHT,Real Estate,26.12.2010,2023,28686980967.6,"3,031,045,669.68 ","NGN 1,932,222,322","NGN 1,098,823,348",Compliant,"NGN 110,872,226",96647213074,Rivers,Y
TIN39957238,  Zainab Abubakar Enterprises,Value Added Tax (VAT),Oil & Gas,2022-05-16,2023,"NGN 18,213,866,952",NIL,"NGN 1,744,419,814","NGN 533,060,129",NON-COMPLIANT,15938092.85,+234343031158,Port Harcourt,FALSE
TIN74341400,Halima Suleiman Enterprises,Personal Income Tax (PIT),null,24 July 2017,nil,"NGN 12,686,301,323",2235853568.53,"903,161,970.69 ",1332691597.8400002,Partially Compliant,"51,959,192.98 ",0309 690 6764,Akwa Ibom,Yes
TIN94833750,Kemi Eze Enterprises,VAT,FMCG,13.02.2015,2022,,"₦10,394,869,717.54","₦5,483,458,479.71","₦4,911,411,237.83",Exempted,467876522.49 naira,+234883906246,Kano,N
TIN72466393,Tunde Yusuf Enterprises,Personal Income Tax (PIT),Professional Services,01/09/2022,2024,33845098918.33,"N2,468,931,830",unknown,"₦1,917,609,725.45",Compliant,"NGN 135,732,768",0379 121 2110,rivers,Yes
TIN69873575,Grace Nwosu Enterprises,vat,FMCG,12/21/2018,2021,"NGN 7,335,771,325","N2,027,786,889","247,429,438.08 ","₦1,780,357,450.86",Exempted ,,234-212-038-437,Anambra,FALSE
TIN43681727,Grace Balogun Enterprises,WHT,Professional Services,2022-02-19,2025,41196308131.30 naira,"N4,591,283,742",1015041081.99 naira,3576242660.51 naira,NON-COMPLIANT,,(140) 384-5319,Edo,0
TIN50428167,Musa Yusuf Enterprises,Value Added Tax (VAT),Real Estate,07-Jan-2022,2022,26263103836.75,"₦6,299,091,753.25","₦2,737,512,515.92",3561579237.33 naira,Exempted,,234-241-916-503,Kano,Y
TIN65448913,zainab ajayi enterprises,Value Added Tax (VAT),?,27 December 2019,2024,"NGN 19,656,590,583","N1,270,237,759",734615777.6,"NGN 535,621,981",NON-COMPLIANT,"₦30,057,224.37",0891 787 9150,Kaduna,yes
TIN13151814,Fatima Olawale Enterprises,VAT,Real Estate,19.08.2010,2021,11935727527.60 naira,"₦955,697,641.58",570534853.10 naira,"385,162,788.48 ",Exempted,,04511009060,Oyo,yes
TIN69843840,Tunde Afolabi Enterprises,Value Added Tax (VAT),Real Estate,2012-04-20,2020,17389984299.82,"₦4,252,184,595.74","₦977,597,680.49","NGN 3,274,586,915",Under Audit,"₦12,624,214.23",90835211896,Rivers,N
TIN16977061,Yusuf Abubakar Enterprises,Education Tax (EDT),FMCG,26-Feb-2012,2024,"₦33,704,197,198.22","NGN 5,788,036,300","N2,927,692,797",2860343503.1200004,Compliant,,+234477269032,Imo,Y
TIN22114420,Segun Bello Enterprises,Capital Gains Tax (CGT),Banking,11/01/2010,2023,35341383905.93,1911893910.42,"NGN 1,781,079,336",,Under audit,"₦52,749,743.15",234-609-439-136,Imo,1
TIN94479981,ALIYU EZE ENTERPRISES,PIT,Manufacturing,00/00/0000,2025,"18,485,908,894.56 ","N5,225,720,471","N571,445,036",,Compliant,"NGN 420,368,154",0964 260 3362,Cross River,N
TIN57075687,Amaka Okafor Enterprises,Value Added Tax (VAT),Oil & Gas,14 February 2015,2025,28574602192.45,"N5,958,244,940",1757359315.45 naira,4200885624.46,Non-Compliant,"NGN 171,989,304",+234955156239,Imo,0
TIN52458867,Musa Afolabi Enterprises,Education Tax (EDT),FMCG,15.02.2016,2021,23269128577.53 naira,"₦1,189,519,064.92","NGN 491,886,602",697632462.77 naira,Under audit,,234-277-119-529,Imo,yes
TIN56788930,Aliyu Ajayi Enterprises,Company Income Tax,Telecoms,2012/02/23,2021,26495176851.52,"NGN 940,541,306","NGN 1,021,769,218",NGN 0,Under audit,"NGN 52,065,230",02125450809,Kano,Y
TIN95186799,  ibrahim yusuf enterprises   ,Withholding Tax (WHT),FMCG,,2025,17657472713.44 naira,3822624772.01,-,,compliant,"N21,908,549",+234156302955,Delta,1
TIN96952905,Amara Eze Enterprises,WHT,Telecoms,2015/01/16,2022,41961303751.51,"N3,422,115,204","N2,685,038,634","₦737,076,569.74",Exempted,,+234088684302,Imo,Yes
TIN16236233,Tunde Nnamdi Enterprises,Personal Income Tax (PIT),FMCG,12/06/2013,n/a,"N16,712,315,178",2483860850.49 naira,40254111.65,N/A,NON-COMPLIANT,41736764.78,53400181677,Rivers,false
TIN75987636,Musa Chukwu Enterprises,WHT,Professional Services,2019/11/06,2020,48040844946.47,"12,422,385,949.42 ","11,999,719,772.96 ",422666176.460001,compliant,"N6,148,245",234-202-665-686,Delta,TRUE
TIN44703674,bisi  okafor enterprises,CIT,Oil & Gas,N/A,2022,26396130398.96 naira,"₦2,101,521,490.87",nil,"500,219,193.11 ",Compliant,,00058561547,Anambra,TRUE
TIN83799046,Blessing Balogun Enterprises,PIT,Banking,30.01.2020,2025,"₦26,224,383,427.49","NGN 5,477,413,175",2724057829.83 naira,"NGN 2,753,355,346",Under audit,,74071732798,Cross River,N
TIN86978213,Bola Okafor Enterprises,vat,Professional Services,18.10.2012,2020,"₦26,774,654,473.74","NGN 4,009,327,029",?,,compliant,,0910 530 2151,Cross River,no
TIN14692877,Bisi Balogun Enterprises,Company Income Tax (CIT),Telecoms,21/03/2017,NULL,12934824627.14,"NGN 2,469,938,763","2,489,023,307.79 ",₦0.00,Partially Compliant,"NGN 196,645,768",34078516994,Ogun,No
TIN98596835,Femi Yusuf Enterprises,Withholding Tax (WHT),Oil & Gas,2010-11-25,2025,641510932.62 naira,"N107,714,607","N91,499,341","₦16,215,265.39",Compliant,,234-974-223-543,Rivers,Y
TIN18732048,Funmilayo Olawale Enterprises,WHT,Oil & Gas,28-Mar-2021,2020,  ,?,3609656835.9,"N1,408,505,560",Compliant,"NGN 142,329,955",(211) 708-8948,Imo,No
TIN81911652,Bola Ajayi Enterprises,Withholding Tax (WHT),Manufacturing,02.10.2010,2020,20820249573.27,"NGN 2,316,130,347",1562339200.4,"NGN 753,791,147",Compliant,"N674,955",01864482217,Edo,1
TIN51776775,Ibrahim Yusuf Enterprises,CIT,Telecoms,12/08/2015,2020,34635776770.41 naira,"NGN 6,390,015,241",150902815.18,6239112426.23,Compliant,257964303.98,97040953141,Rivers,true
TIN52536435,Fatima Abubakar Enterprises,Company Income Tax,Real Estate,10/28/2013,2025,"₦16,231,950,081.58",NIL,464219956.45,"N3,666,468,229",Compliant,,07147246301,Ogun,No
TIN99174686,Ifeoma Nnamdi Enterprises,PIT,FMCG,01.06.2013,2025,40782566940.22,5882601567.63,6449070962.56 naira,NGN 0,Compliant,"₦263,873,647.06",234-057-644-974,Delta,0
TIN80166738,Sadiq Okeke Enterprises,VAT,FMCG,19.02.2010,2022,"₦42,252,703,614.34","NGN 6,505,762,090","N1,875,329,508","₦4,630,432,582.18",Exempted,"₦389,286,720.27",+234566397925,Kaduna,true
TIN28600999,Chioma Lawal Enterprises,Capital Gains Tax (CGT),Telecoms,16.08.2018,2020,unknown,"₦9,415,667,934.86","2,205,602,161.30 ","NGN 7,210,065,774",Exempted,,10123296151,Edo,N
TIN18072383,Femi Okeke Enterprises,Personal Income Tax (PIT),Banking,02-Mar-2011,2024,"N4,833,940,055","₦956,994,622.84",unknown,630511843.01 naira,compliant,"68,092,534.67 ",0941 224 8709,Abuja,Yes
TIN35406178,Sadiq Nnamdi Enterprises,vat,Telecoms,12/22/2019,2021,18035215628.46,2032061056.37,"₦1,736,418,851.08",295642205.28999996,compliant,,60972360244,Kaduna,Yes
TIN19271511,Aliyu Okafor Enterprises,CIT,Professional Services,2022/12/09,2023,"NGN 29,532,375,233","N4,889,012,354",1795139095.82,3093873258.31 naira,Exempted,,80331836113,Akwa Ibom,0
TIN37421296,Chidi Ajayi Enterprises,PIT,Retail,15 April 2014,N/A,"₦18,792,089,382.09",N/A,677109807.31,4024923197.6600003,Partially Compliant,,09882904579,Lagos State,Y
TIN22135062,IFEOMA NNAMDI ENTERPRISES,CIT,Retail,08 January 2010,2023,"₦23,247,530,548.68","NGN 1,727,722,513","NGN 1,013,236,964","₦714,485,548.94",Exempted ,"NGN 17,960,965",+234359142614,Rivers,TRUE
TIN30137942,  Femi Ogundimu Enterprises,vat,Oil & Gas,18 April 2012,2023,"N16,984,119,312","N4,168,137,418","NGN 3,238,812,981","₦929,324,436.12",Exempted ,"₦250,496,047.65",06409196939,Oyo,No
TIN33303352,Funmilayo  Chukwu Enterprises,cit,Real Estate,12.08.2017,2024,20890004349.80 naira,"2,623,029,109.97 ","NGN 1,012,055,711",1610973398.56,Under audit,"₦17,395,965.82",0900 362 2117,Plateau,no
TIN90794922,Aliyu Yusuf Enterprises,Company Income Tax (CIT),Telecoms,22 December 2019,2023,"NGN 15,975,263,629",NIL,"N2,172,809,547",NULL,Compliant,"105,513,056.64 ",234-243-625-854,Anambra,FALSE
TIN54499815,Obinna Nnamdi Enterprises,VAT,NULL,16 July 2016,2021,"₦13,336,171,878.55","₦3,097,464,051.76","₦313,833,506.59","₦2,783,630,545.17",Non-Compliant,,86774037842,Ogun,0
TIN45656746,Chinedu Olawale Enterprises,vat,Oil & Gas,2012/03/01,2023,"N31,249,585,413","₦9,243,492,183.65","₦4,244,680,622.92",4998811560.73 naira,Non-Compliant,,0178 822 4731,Cross River,N
TIN38582554,Grace Okeke Enterprises,WHT,Oil & Gas,2016-06-14,2023,1315816590.11 naira,158761634.16,"N158,357,293","NGN 404,341",compliant,,+234458434566,KANO,N
TIN81818356,Kunle Lawal Enterprises,Capital Gains Tax (CGT),Banking,2012/05/15,2024,27655704486.05,1258800600.09 naira,526899147.17 naira,731901452.9199998,compliant,,+234258122590,Cross River,false
TIN33812173,Emeka Mohammed Enterprises,Personal Income Tax (PIT),Retail,03/08/2021,2025,"NGN 18,249,320,192","4,696,867,363.08 ","N2,924,749,962","NGN 1,772,117,401",Non-Compliant,"₦197,056,861.64",0080 196 3045,Anambra,1
TIN29187751,Fatima Ajayi Enterprises,Company Income Tax,Telecoms,06/10/2018,2021,,"NGN 8,511,327,394","N7,071,887,683","N1,439,439,710",Under Audit,257246768.37 naira,05950310064,Plateau,N
TIN55960360,Blessing Suleiman Enterprises,vat,Manufacturing,03/16/2010,2022,"NGN 15,170,159,895","NGN 390,482,184","₦67,953,554.65","₦322,528,629.49",Exempted,,0817 852 2115,Anambra,1
TIN19686531,Zainab Okafor Enterprises,Education Tax (EDT),Banking,2012-07-05,2023,"₦17,361,104,535.57","₦1,176,144,123.94",400235991.1,,NON-COMPLIANT,,(461) 007-9230,Delta,FALSE
TIN50373159,Halima Lawal Enterprises,Personal Income Tax (PIT),FMCG,2018/05/02,2021,"₦15,535,911,999.06","₦4,249,924,674.72","₦550,093,229.04",,Under Audit,"N341,640,208",05338906235,Cross River,yes
TIN55905289,SADIQ OKAFOR ENTERPRISES,VAT,Oil & Gas,16-Mar-2021,2021,"N12,795,876,534","NGN 626,132,906",246486950.27 naira,"₦379,645,955.99",compliant,56642562.1,52610537092,Lagos,Y
TIN38623017,Amara Okeke Enterprises,Withholding Tax (WHT),Banking,11/03/2022,2024,"N10,802,452,219","₦2,426,642,580.90","N1,354,331,478",,Under Audit,,(221) 559-9672,Rivers,1
TIN33440896,Halima Yusuf Enterprises,cit,NIL,20/08/2016,2022,5559466425.54,312512631.85 naira,172891789.14,"N139,620,843",Exempted,"₦3,460,011.24",234-466-527-523,Cross River,FALSE
TIN46849859,Chidi Okafor Enterprises,cit,Oil & Gas,24 December 2018,2021,"N25,381,206,938","₦4,844,084,558.36","₦3,891,814,816.54","NGN 952,269,742",Under audit,167686688.52 naira,73042763628,Edo,yes
TIN44484386,Bisi Okonkwo Enterprises   ,cit,Retail,21.01.2021,2023,36392463654.16,10010783827.68 naira,2042000496.53 naira,"NGN 7,968,783,331",Partially Compliant,"N609,921,726",(027) 221-4257,Abuja,false
TIN58636780,Grace Okafor Enterprises,cit,Telecoms,31.07.2010,2025,"NGN 30,500,775,574",Unknown,1274728190.68 naira,172308599.65999985,Non-Compliant,"N124,852,965",(096) 258-8576,Plateau,No
TIN54493493,Halima Ogundimu Enterprises,Company Income Tax (CIT),Retail,not set,2020,"NGN 41,958,132,740",N/A,"N398,127,474",,NON-COMPLIANT,,0862 376 0088,Plateau,TRUE
TIN86552166,Adaeze Afolabi Enterprises,VAT,Professional Services,01/08/2018,2022,"N25,437,915,598",1324732965.83 naira,"₦168,742,402.61","NGN 1,155,990,563",Under Audit,"NGN 41,803,077",(669) 335-1588,Kano,FALSE
TIN75911209,Obinna Balogun Enterprises,Value Added Tax (VAT),null,,2024,3950293767.68 naira,"NGN 694,998,596","₦295,182,046.15",399816549.48 naira,compliant,,07124365858,Anambra,yes
TIN29299441,Amara Eze Enterprises,vat,FMCG,07/06/2015,2023,29873368679.64 naira,"₦8,330,707,852.51",Unknown,7904493439.45,Exempted ,,234-210-454-617,Lagos State,yes
TIN17225217,  Kunle Okonkwo Enterprises,cit,Manufacturing,02/11/2015,2025,"N1,505,572,560","NGN 88,063,131","N42,551,813","NGN 45,511,318",Under Audit,,+234791875067,Oyo,TRUE
TIN66049918,Segun Afolabi Enterprises,VAT,Banking,03.01.2022,2023,"N36,689,337,703",3734014963.48 naira,1246005978.4,"NGN 2,488,008,985",compliant,,234-822-309-586,Kaduna,false
TIN53536536,Chidi Suleiman Enterprises,Education Tax (EDT),--,04 February 2015,2021,"NGN 5,041,714,478","NGN 1,244,957,613",1283253229.41 naira,NGN 0,Exempted ,,(716) 039-8863,Oyo,FALSE
TIN28151774,Halima  Lawal Enterprises,Personal Income Tax (PIT),Retail,04-Nov-2022,2020,"₦9,619,215,812.96","₦1,124,821,304.81","NGN 840,496,847","284,324,457.87 ",Partially Compliant,61567279.84 naira,0238 600 3044,Imo,false
