ClaimID,PolicyNumber,PolicyType,InsurerName,CustomerName,CustomerPhone,IncidentDate,ClaimDate,CauseOfClaim,PremiumPaid,ClaimAmount,PayoutAmount,ClaimStatus,State,PolicyActive
CLM-70364,POL387492,Motor,WAPIC Insurance,Zainab Adekunle,22903494466,12/07/2022,14.01.2023,FIRE    ,NIL,"₦3,243,146.23","₦1,291,725.69",Rejected,Lagos,no
CLM-70090,POL865416,fire & burglary,Custodian Insurance,  Ibrahim Afolabi,08467737826,2023/11/06,00/00/0000,Third Party Liability,"₦1,065,925.96","₦3,820,856.17","NGN 2,457,401",Rejected,Cross River,Yes
CLM-70233,POL933206,Health (Family),Leadway Assurance,Sadiq Nnamdi,(331) 739-3638,14/08/2023,22-Aug-2023,Fire,?,"₦2,078,778.91",953646.19,Partially Approved,Oyo State,false
CLM-70454,POL363814,Marine,NEM Insurance,Grace Balogun,234-864-300-981,04 April 2024,2024-04-25,Flood,"NGN 186,503",2458584.17 naira,1271082.07,Pending,Cross River,false
CLM-70447,POL749338,Motor,WAPIC Insurance,Ibrahim Afolabi,invalid,2024-10-14,08.11.2024,Natural Disaster,"N43,759",2995853.1,unknown,Rejected,Delta,yes
CLM-70143,POL586279,MOTOR COMPREHENSIVE,AXA Mansard,Musa Yusuf,0793 597 8207,17/10/2023,2023-11-29,Flood,"N931,039","NGN 3,878,227",304082.16,REJECTED,Plateau,FALSE
CLM-70336,POL560197,Life,NEM Insurance,Ngozi Balogun   ,234-902-959-391,unknown date,2024-08-07,Natural Disaster   ,?,"NGN 1,773,488","N990,843",approved,Enugu,FALSE
CLM-70294,POL263201,Life (Term),AXA Mansard,Grace Bello,(753) 269-7311,2023/06/09,2023-07-31,Accident,"N809,878","₦1,634,829.89",unknown,Settled,Abuja,Y
CLM-70460,POL776340,Fire & Property,AIICO Insurance,Sadiq Okeke,+234143519066,11/14/2023,2024/01/11,  FIRE   ,1794850.87 naira,"NGN 2,403,083",NGN 0,Pending,Kano,TRUE
CLM-70428,POL945389,LIFE,AIICO Insurance,Kunle  Mohammed,invalid,16 September 2024,13 November 2024,accident,"N590,540","₦2,553,780.58",N/A,Pending,Abuja,No
CLM-70312,POL981610,Motor Comprehensive,AXA Mansard,Kunle Chukwu,0060 385 0506,09.11.2022,05-Jan-2023,Fire,1638579.82 naira,"NGN 182,720",NGN 0,Pending,Anambra,No
CLM-70124,POL323717,Marine,Leadway Assurance,Segun Nwosu,0098 851 6560,13.06.2024,2024/06/17,  Accident,"N1,420,608",,"NGN 328,246",Rejected,Enugu,yes
CLM-70068,POL348411,Health,Leadway Assurance,Bisi Olawale,(136) 783-7770,2024/05/12,2024/05/30,Natural Disaster   ,"N440,637","NGN 4,583,657","N2,646,947",Settled,rivers,TRUE
CLM-70434,POL925026,Motor Comprehensive,WAPIC Insurance,WALE LAWAL,(775) 478-1291,04.06.2023,03-Aug-2023,Theft    ,"₦604,006.10",1182522.98,"₦369,582.23",pending,Delta,FALSE
CLM-70080,POL267914,Health (Family),Leadway Assurance,Yusuf Suleiman,+234618324210,19-Oct-2024,2024/10/25,Theft ,"₦1,226,922.32","NGN 838,483",204516.95,Rejected,Ogun,No
CLM-70241,POL382368,Life (Term),AIICO Insurance,Chioma Eze,+234084840862,12/07/2023,27 July 2023,Theft,"NGN 1,360,037",2938424.80 naira,NULL,Pending,Kaduna,TRUE
CLM-70025,POL141797,Marine,AIICO Insurance,Bola Ajayi,64746872343,17 November 2024,N/A,accident,unknown,--,"N2,328,011",Pending,Kaduna,1
CLM-70086,POL117072,Health (Family),Custodian Insurance,Kunle Ogundimu,+234545168087,2023-10-22,2023-12-18,  Medical Emergency,"₦1,236,529.67","N261,078",0,Settled,Edo,No
CLM-70070,POL515898,Marine,Custodian Insurance,Musa Abubakar,234-855-744-431,28 May 2023,14-Jul-2023,Theft,"NGN 233,236","NGN 4,997,869","₦1,212,448.84",Under Review,Plateau,Y
CLM-70202,POL670123,Marine,AXA Mansard,Bisi Okonkwo,04375758441,2024-05-29,10/06/2024,Fire,"NGN 1,385,435",n/a,0.00 ,Partially Approved,Ogun,false
CLM-70030,POL407618,Fire & Property,NEM Insurance,Kunle Adeyemi,+234079911838,20/03/2024,30-Mar-2024,Theft ,"NGN 1,256,852","N4,519,052",N0,pending,Imo,yes
CLM-70259,POL387075,Life,WAPIC Insurance,Ifeoma Okonkwo,0265 479 3564,10.11.2024,2024-12-16,Theft,194573.15 naira,"₦3,499,250.89",₦0.00,Approved,Abuja,true
CLM-70257,POL315893,Life,Custodian Insurance,Chioma Yusuf,03712406596,29-Oct-2024,06/12/2024,Natural Disaster,"NGN 892,289",949726.68 naira,0.00 naira,approved,Ogun,N
CLM-70011,POL423232,Motor,AXA Mansard,  ngozi adeyemi,(287) 101-2269,07/10/2024,12.07.2024,Fire   ,"NGN 1,506,406",2920897.64,0.00 ,approved,Rivers,No
CLM-70417,POL698889,Life,Leadway Assurance,Obinna Abubakar,234-861-533-555,N/A,13.04.2024,Third Party Liability,"NGN 354,627","1,123,404.38 ",NULL,approved,Imo,1
CLM-70263,POL992919,LIFE (TERM),NEM Insurance,Ifeoma Olawale,05891135290,27 September 2024,25/11/2024,  Flood,"NGN 1,750,951",3474729.31 naira,"₦2,207,681.26",Pending,Kaduna,0
CLM-70140,POL750817,Marine,Custodian Insurance,Obinna Chukwu,(995) 527-1774,20-Sep-2024,20/09/2024,FIRE,1381533.48 naira,"₦2,716,540.29",NGN 0,Approved,Lagos,1
CLM-70393,POL547898,Motor Comprehensive,NEM Insurance,Emeka Olawale,(089) 935-8891,2022/12/28,01/22/2023,Flood,"₦1,045,159.67","N51,643",974.58,Partially Approved,Kaduna,No
CLM-70088,POL888996,Motor Comprehensive,Custodian Insurance,TUNDE MOHAMMED   ,(247) 710-9324,2024/01/18,unknown date,Flood,"NGN 1,243,655","₦4,302,613.37",N/A,Under Review,Delta,true
CLM-70438,POL953922,Health (Family),AXA Mansard,FEMI BALOGUN   ,0803 928 2722,N/A,02/15/2024,Fire,"N135,317","₦2,093,437.53",1454073.67 naira,Settled,Anambra,No
CLM-70167,POL286906,Health,WAPIC Insurance,Tunde Afolabi,+234758416169,2022/12/23,03/02/2023,Theft,"1,051,114.57 ",3024361.61,"₦265,244.63",pending,Rivers State,no
CLM-70005,POL100599,Life,AXA Mansard,Bisi Nnamdi,234-816-184-959,09/14/2024,16/10/2024,Theft,1105922.13 naira,"₦781,139.56",Unknown,Settled,Kano,false
CLM-70403,POL593993,Life,NEM Insurance,Grace Ajayi,07982708086,03.12.2022,2023-01-12,Medical Emergency   ,"NGN 233,193","N1,569,580",₦0.00,pending,Cross River,yes
CLM-70126,POL685193,Marine,Custodian Insurance,Yusuf Adekunle   ,58514936899,27/12/2022,25 January 2023,Accident   ,"₦1,297,441.20",208673.85,₦0.00,pending,Enugu,1
CLM-70096,POL228479,Health,NEM Insurance,Bola Olawale,0459 615 8657,00/00/0000,03/18/2023,Fire,"N1,794,962","N1,004,797",813180.61 naira,Partially Approved,Delta,Yes
CLM-70027,POL779172,Marine,NEM Insurance,Blessing Eze,0208 121 9136,07/18/2024,07/18/2024,Natural Disaster,"₦1,005,246.25","₦484,181.82","442,024.05 ",REJECTED,Imo,TRUE
CLM-70079,POL685098,Health (Family),AXA Mansard,Halima Nnamdi,,17/10/2023,2023/12/06,Fire,789058.59 naira,"NGN 72,528",unknown,REJECTED,Abuja,Yes
CLM-70294,POL263201,Life (Term),AXA Mansard,Grace Bello,(753) 269-7311,2023/06/09,2023-07-31,Accident,"N809,878","₦1,634,829.89",unknown,Settled,Abuja,Y
CLM-70371,POL512982,Motor,Leadway Assurance,Aliyu Ajayi,+234353465549,2023-04-22,17/05/2023,Theft  ,"NGN 1,397,537",4492146.03 naira,N/A,REJECTED,Enugu,true
CLM-70189,POL725236,Life,WAPIC Insurance,Musa Adeyemi,0339 500 4797,N/A,31 July 2023,Theft,1160690.62 naira,2624972.58 naira,"NGN 2,462,460",Approved,Kano,true
CLM-70390,POL594761,Motor Comprehensive,WAPIC Insurance,Ibrahim Eze,+234746762120,24 February 2023,02/03/2023,accident,"NGN 124,603",1726605.81 naira,"₦756,468.09",Rejected,Akwa Ibom,false
CLM-70284,POL188693,Health (Family),AIICO Insurance,Amara Adeyemi,(422) 325-3672,10/06/2024,11 October 2024,FIRE,161130.45,1215382.97,0,Under Review,Plateau,true
CLM-70237,POL654844,Health,WAPIC Insurance,Zainab Nnamdi   ,234-937-854-777,26/04/2023,28/05/2023,Third Party Liability,"₦250,645.06","₦3,561,529.83",0.00 naira,approved,Imo,yes
CLM-70399,POL112281,Motor Comprehensive,Leadway Assurance,Chioma Olawale,(503) 758-9975,07/11/2023,2023-07-22,FIRE,50421.07 naira,"NGN 3,180,461","₦756,406.82",REJECTED,Cross River,0
CLM-70064,POL769737,Marine,Leadway Assurance,Zainab Eze,0716 572 6284,19 May 2023,2023/06/13,FIRE,"1,242,780.68 ",4617067.95,"N3,554,408",Rejected,Anambra,0
CLM-70274,POL994781,Motor,AXA Mansard,Segun Mohammed,34125286692,03/12/2023,02 April 2023,Theft ,1339531.66 naira,"₦4,687,309.04","544,225.75 ",pending,Edo,0
CLM-70092,POL943409,Motor Comprehensive,Custodian Insurance,Yusuf Nwosu,234-997-278-755,14 August 2023,2023-10-05,Flood,"NGN 163,250","NGN 1,876,585",1692568.67,Partially Approved,Cross River,N
CLM-70401,POL665661,Fire & Burglary,Leadway Assurance,FEMI CHUKWU,02726149331,15 May 2024,06/22/2024,  Medical Emergency,"NGN 1,409,389",2823157.36 naira,132674.90 naira,REJECTED,Rivers,yes
CLM-70419,POL233289,Life,AIICO Insurance,Obinna Abubakar,(930) 561-6484,2023/04/08,03 May 2023,Accident,1485607.53,4422452.26,n/a,REJECTED,Akwa Ibom,yes
CLM-70138,POL362292,Health (Family),Leadway Assurance,Femi Okeke,0188 355 2312,12 May 2024,30-May-2024,Theft,"NGN 628,439",602704.81,155313.04 naira,REJECTED,Anambra,TRUE
CLM-70052,POL574001,Life,WAPIC Insurance,Ngozi Balogun,71434558122,31/08/2024,2024-09-18,Medical Emergency,"N1,256,816",4993171.64,₦0.00,Under Review,Cross River,Y
CLM-70396,POL875788,Life (Term),Leadway Assurance,Kunle Abubakar,(386) 631-7797,2023/04/09,2023/05/12,Fire,"₦301,471.01","NGN 3,481,450","NGN 213,000",approved,Ogun,no
CLM-70035,POL317220,Fire & Property,AXA Mansard,Amaka Suleiman,(680) 112-8059,N/A,21 February 2023,Medical Emergency   ,"₦616,978.75","NGN 4,944,328","N1,014,604",Approved,rivers,false
CLM-70040,POL321494,Marine,AXA Mansard,Fatima Yusuf   ,(458) 685-0142,12.05.2024,23-Jun-2024,Accident,"NGN 572,444",1118181.81 naira,"N61,256",approved,FCT,Y
CLM-70365,POL843764,Motor Comprehensive,NEM Insurance,Amaka  Olawale,(574) 374-8969,2024-06-24,11-Jul-2024,Accident,"₦1,770,541.09",987028.24,"₦16,458.16",approved,Anambra,no
CLM-70309,POL375568,Motor Comprehensive,Leadway Assurance,Kunle Afolabi,(518) 023-8061,01/06/2023,01/15/2023,Natural Disaster,"NGN 1,616,289","NGN 4,670,421","N1,477,758",Approved,Kaduna,no
CLM-70101,POL270557,Motor,AXA Mansard,  grace nwosu,04821759464,01/01/2024,23 January 2024,accident,"N994,193",525114.23 naira,NULL,Settled,Plateau,TRUE
CLM-70414,Unknown,Life,AXA Mansard,Blessing Okafor,64842294057,11 February 2024,27/03/2024,accident,"NGN 1,526,602",3864478.38 naira,"3,147,082.31 ",pending,Abuja,No
CLM-70009,POL314181,Marine,Custodian Insurance,Funmilayo Adekunle,,07/08/2024,08/15/2024,Third Party Liability,"₦95,541.45","428,277.36 ","N242,074",Partially Approved,Lagos,TRUE
CLM-70121,POL897730,Life (Term),WAPIC Insurance,Zainab Eze,234-896-118-367,17-Nov-2024,28 December 2024,  Theft   ,"₦1,755,943.60",905507.24,"NGN 576,697",approved,Rivers,false
