RecordID,FarmerName,FarmerPhone,ProduceName,Quantity,Unit,PricePerUnit,TotalValue,Market,SaleDate,ProduceGrade,StorageFacility,State,TransportMode,Certified_Organic
AGR500271,Amaka Ogundimu,0489 634 0679,Beans,1469.13,kg ,"N64,371",,Bodija Market Ibadan,19-Jan-2024,Grade B,,Edo,truck,0
AGR500362,Segun Balogun,+234916497016,Maize (Corn),4860.77,bags,"N40,364",196199877.2415,Bodija Market Ibadan,2024-03-27,A,COLD ROOM,Kaduna,Truck,0
AGR500243,Amara Mohammed,234-481-131-765,Rice (Local),3575.23,Tonnes,75637.05,"N270,419,850",Ariaria Market Aba,05 January 2025,Reject,Open Air,Cross River,truck,1
AGR500377,Musa Ajayi,00557385736,Maize (Corn),4339.07,Crates,"NGN 49,558",215034285.9483,Dawanau Market Kano,not set,Premium,Open Air,Lagos,TRUCK,N
AGR500277,Adaeze Adeyemi,09947113633,Plantain,830.96,Tonnes,22101.3,"N18,365,296",Ariaria Market Aba,2024-04-30,GRADE B,N/A,Akwa Ibom,TRUCK,1
AGR500375,  Adaeze Nwosu,(732) 146-4493,Plantain,null,tonnes,"NGN 64,431","245,943,918.36 ",Bodija Market Ibadan,27.04.2025,Premium,COLD ROOM,Edo,Motorcycle,1
AGR500125,Bisi Adekunle,03351571840,Maize (Corn),4157.7,Bags,37020.56,"N153,920,382",Oyingbo Market Lagos,28-Jun-2024,N/A,Cold Room,Anambra,Motorcycle,TRUE
AGR500044,Emeka Yusuf,34845871493,Pepper,3816.34,tonnes,20969.02,"₦80,024,909.79",Ariaria Market Aba,08/12/2024,N/A,Warehouse,Lagos State,Bicycle,N
AGR500355,Tobi Ogundimu,04488189848,Groundnut,1525.61,kg,22048.91 naira,"NGN 33,638,038",Ariaria Market Aba,17-Aug-2024,GRADE B,Cold Room,Anambra,TRUCK,N
AGR500304,Tobi  Adeyemi,0507 659 7595,Plantain,3231.15,KG,58261.42,,Dawanau Market Kano,10-May-2025,Premium,,Oyo,Van,yes
AGR500138,  Ifeoma Adeyemi,(068) 828-5031,Sorghum,2746.53,crates,72348.48,"N198,707,271",Oyingbo Market Lagos,2024/11/29,grade a,Cold Room,Kaduna,Truck,N
AGR500370,Sadiq Eze,43734764273,Sorghum,4218.96,Tonnes,34114.24 naira,143926613.9904,Ariaria Market Aba,01-Mar-2025,Grade C,Cold Room,Anambra,Motorcycle,Y
AGR500356,Chinedu Okonkwo,+234160461540,Groundnut,1282.09,bags,"NGN 60,536",nil,Ariaria Market Aba,2024/01/17,Grade A,COLD ROOM,Enugu,Truck,No
AGR500263,Ifeoma Nwosu,234-769-899-927,Yam,3185.21,kg ,"NGN 79,750","NGN 254,019,860",Ariaria Market Aba,05/13/2025,Grade A,,Anambra,Bicycle,false
AGR500444,Segun Yusuf,+234056129965,Onions,3300.19,kg ,"₦76,847.24","N253,610,493",Bodija Market Ibadan,2024-07-12,Reject,Open Air,FCT,truck,No
AGR500291,Chinedu Okafor,0000000000,Palm Oil,1310.15,Tonnes,"NGN 38,886","N50,947,135",Mile 12 Market Lagos,30-Nov-2024,Grade A,,KANO,Bicycle,TRUE
AGR500184,Tobi Okeke,68436453804,Sorghum,2826.78,tonnes,"N56,250",,Oyingbo Market Lagos,2024/11/19,Grade C,warehouse,Edo,Truck,no
AGR500245,  Amaka Okafor,00290871827,Maize (Corn),2949.61,Bags,715.81 ,,Ariaria Market Aba,04/06/2025,Reject,warehouse,Imo,Truck,0
AGR500105,Funmilayo Nnamdi,0238 856 5271,Beans,1408.86,KG,"₦41,165.18","57,995,975.49 ",Bodija Market Ibadan,18/06/2024,Premium,warehouse,Enugu,Van,true
AGR500103,Femi Okafor,00392051460,Onions,1357.08,Crates,"₦51,078.99","NGN 69,318,276",Bodija Market Ibadan,2024-09-09,grade a,warehouse,Akwa Ibom,Van,Yes
AGR500217,  Chinedu Okafor   ,05461470798,Cassava,3029.01,tonnes,"N50,190","NGN 152,025,133",Mile 12 Market Lagos,2025-05-31,grade a,Warehouse,Anambra,TRUCK,true
AGR500339,YUSUF OLAWALE,+234685283061,n/a,3162.7,kg,81094.18 naira,"NGN 256,476,563",Bodija Market Ibadan,25/05/2025,Standard,N/A,Cross River,Truck,false
AGR500326,Aliyu Okonkwo,(221) 455-9376,Maize (Corn),2112.77,Crates,"41,895.12 ",88514752.6824,Bodija Market Ibadan,07/21/2024,Standard,Warehouse,Enugu,Motorcycle,FALSE
AGR500178,Halima Ajayi,29311005912,Tomatoes,1284.12,Tonnes,41996.99 naira,"₦53,929,174.80",Bodija Market Ibadan,07 May 2025,GRADE B,Open Air,Enugu,truck,No
AGR500288,Emeka Okafor,234-426-423-642,Maize (Corn),480.75,crates,"NGN 45,858","NGN 22,046,219",Ariaria Market Aba,N/A,Reject,Cold Room,Enugu,TRUCK,Y
AGR500100,ALIYU BALOGUN   ,+234178996986,Maize (Corn),,Crates,"NGN 61,480",68883131.71890001,Mile 12 Market Lagos,2024-04-11,GRADE B,Warehouse,Anambra,Bicycle,false
AGR500451,Tobi Lawal,,Rice (Local),2190.47,kg,"NGN 49,811",109108559.26789999,Ariaria Market Aba,27.11.2024,-,COLD ROOM,Edo,Truck,no
AGR500241,femi ogundimu,0070 755 0476,Beans,1015.71,tonnes,"35,975.51 ",36540685.26 naira,Ariaria Market Aba,00/00/0000,A,N/A,Edo,Bicycle,true
AGR500308,Amara Adekunle,234-693-626-894,Onions,N/A,KG,"NGN 43,571",97127032.3198,Bodija Market Ibadan,19-May-2024,Grade A,Warehouse,Edo,Truck,No
AGR500134,Funmilayo Adekunle,0345 273 4666,Tomatoes,2085.48,Bags,"18,136.51 ","NGN 37,823,329",Dawanau Market Kano,25/01/2025,B,Cold Room,Abuja,TRUCK,Yes
AGR500361,Blessing Nnamdi,234-845-269-694,Groundnut,-,tonnes,nil,"N18,612,753",Ariaria Market Aba,2024/02/26,A,warehouse,kano,Truck,yes
