StaffID,FullName,Ministry,GradeLevel,DateOfBirth,AppointmentDate,BasicSalary,HousingAllowance,TransportAllowance,TotalAllowances,Deductions,NetPay,BankAccountNo,State,PayStatus
MDG300201,Ibrahim Okonkwo,Ministry of Health ,GL-12,29.09.1974,06 November 2014,118706.80 naira,29676.7,-,"₦94,348.21",nil,"199,733.41 ",3484255383,Enugu,Held
MDG300118,Halima Eze,Ministry of Interior,GL-6,06/27/1976,01-Apr-2001,"531,515.85 ","N132,879",53151.58 naira,"₦178,480.14",,653571.82,9252417606,Delta,Suspended
MDG300381,Yusuf Adekunle,ministry of works,GL-4,03/17/1981,2020/07/15,529986.17,"NGN 132,497","NGN 52,999","₦391,637.52","₦113,979.80","NGN 807,644",2528872808,Delta,paid
MDG300372,Ifeoma Adeyemi,Ministry Of Justice,Grade Level 9,10/12/1981,2013/01/07,"NGN 646,174",161543.49 naira,"N64,617",296259.94,105806.02 naira,836627.8699999999,9888456869,Imo,Deducted
MDG300421,Halima Suleiman,Ministry Of Agriculture,GL-13,1973-07-10,2003-11-01,"₦398,670.54",99667.63 naira,NIL,210520.38,32391.82,"NGN 576,799",9525823791,Abuja,PAID
MDG300217,Emeka Okafor,Ministry Of Agriculture,GL7,08 February 1979,05-Sep-2014,"561,106.17 ",unknown,"NGN 56,111",145907.61 naira,"NGN 39,555",667458.6,2800278400,abuja,paid 
MDG300192,Funmilayo Nnamdi,MINISTRY OF EDUCATION,GL-14,1972-06-03,18 July 2016,"₦641,194.90",160298.73,"NGN 64,119","NGN 449,372",115450.88 naira,975115.9900000001,1083466428,Edo,Suspended
MDG300228,Kunle Adeyemi,Ministry Of Justice,GL-6,1999/03/09,08/05/2002,"₦633,782.08","N158,446","₦63,378.21","N384,976",89806.62 naira,"₦928,951.49",7930790301,Oyo,Held
MDG300416,Blessing Afolabi,Ministry of Health,GL-15,17.02.1973,20-Jan-2016,"NGN 628,035","NGN 157,009","NGN 62,804","N332,769","₦76,578.74",884225.95 naira,5137114318,Kaduna,paid
MDG300158,Chidi Adeyemi,Ministry of Justice,GL-6,10/31/1968,16.01.2020,278659.87,69664.97 naira,"NGN 27,866","₦148,947.70","N44,381","383,226.43 ",3391927547,Delta,Deducted
MDG300327,Obinna Bello   ,Ministry of Interior,GL-5,1994-01-31,15/08/2020,"N82,418","₦20,604.44",8241.78,"N25,331",4347.14 naira,"₦103,401.65",4840957679,Oyo,Paid
MDG300385,Chidi Balogun,MINISTRY OF AGRICULTURE,GL-17,1966-08-10,13.04.2005,"NGN 563,480","NGN 140,870","₦56,347.95",--,"55,368.94 ","927,900.65 ",6283507492,Akwa Ibom,Paid
MDG300157,Grace Bello,ministry of interior,GL7,20 February 1982,2020-12-31,770609.07,192652.27 naira,"NGN 77,061","₦459,089.87",161610.04,"₦1,068,088.90",7270715863,kano,Deducted
MDG300245,Tobi Lawal,Ministry of Works,GL-1,16 January 1974,10/03/2012,817645.89 naira,204411.47 naira,"₦81,764.59","N320,194",54044.95,"NGN 1,083,795",1064492837,Oyo,Pending
MDG300346,Halima Bello,Ministry Of Agriculture,GL-1,1985/02/01,28 August 2005,"NGN 332,851",83212.67 naira,"NGN 33,285",184097.6,77300.49,"NGN 439,648",1303282223,Anambra,Paid
MDG300424,Wale Mohammed,Ministry of Science & Technology,GL-10,08/31/1966,00/00/0000,"NGN 99,973","NGN 24,993","NGN 9,997","₦71,667.35","N16,384","N155,256",6153797708,Akwa Ibom,Deducted
MDG300326,Aliyu Adekunle,Ministry of Interior,GL-16,26 February 1997,28/04/2013,694215.84,173553.96 naira,"₦69,421.58","NGN 383,427",92032.31,"₦985,610.14",4971353154,Ogun,Held
MDG300056,Bisi Nwosu,Ministry of Justice,Grade Level 9,04/08/1981,14 September 2021,"₦47,433.83",n/a,"4,743.38 ","NGN 17,491",10966.37 naira,,3157425365,abuja,PAID
MDG300083,Fatima Adeyemi,Finance Ministry,GL-2,07/02/1985,2004/02/10,"NGN 237,523","₦59,380.75","N23,752","NGN 189,261","NGN 50,249","376,535.11 ",6000652640,Edo,Pending
MDG300060,Kunle Suleiman,Ministry of Interior,Level 12,not set,13-Dec-2011,584904.39 naira,146226.1,,"NGN 197,319","N99,639","N682,584",2100748834,Lagos,paid
MDG300191,Kunle Mohammed,Ministry of Interior,GL-13,2000/10/07,02/18/2014,"₦458,744.55","₦114,686.14",45874.46 naira,"N125,938","NGN 65,964",518718.29,5813233039,rivers,Pending
MDG300290,Sadiq Bello,Ministry Of Works,GL-11,18 December 1985,unknown date,467208.75,"N116,802","₦46,720.88","282,528.33 ","NGN 65,607","NGN 684,130",2674315542,Plateau,paid
MDG300312,Bisi Mohammed,MINISTRY OF SCIENCE & TECHNOLOGY,GL-1,1986-05-24,2021-09-08,"N535,724","NGN 133,931","N53,572","₦183,988.74","NGN 121,228","₦598,484.78",3180675140,Edo,PAID
MDG300278,Chidi Ajayi,Ministry of Agriculture,GL-8,1979-05-28,2019-02-09,532633.39,"NGN 133,158","₦53,263.34","NGN 259,807",100639.02 naira,"NGN 691,802",4815027506,Abuja,paid 
MDG300090,Adaeze Abubakar,Ministry of Finance,GL-5,1981-04-20,05/23/2002,NULL,"N155,293",62117.18 naira,null,"NGN 73,081",750461.86 naira,5451084058,Akwa Ibom,paid 
MDG300047,  NGOZI OKAFOR,Finance Ministry,GL-15,1967-03-26,12.09.2019,"NGN 801,152","NGN 200,288","80,115.23 ","NGN 319,320","NGN 142,842","NGN 977,630",3960725077,Anambra,PAID
MDG300314,Aliyu Eze,ministry of works,GL-13,1986/03/06,2001-04-26,"₦254,809.68","63,702.42 ","NGN 25,481",79878.05,unknown,"N285,059",4791777036,Enugu,paid 
MDG300167,  Amaka Okeke,ministry of interior,GL-13,06/28/1997,02 April 2019,"N207,642","₦51,910.50","N20,764","₦88,080.80",N/A,"252,634.65 ",  ,Akwa Ibom,Deducted
MDG300185,adaeze ogundimu,Ministry of Education,GL-4,11-Feb-1967,2005-03-17,"₦112,186.48","NGN 28,047","N11,219","NGN 65,800",22315.47 naira,155671.32 naira,9530672633,Akwa Ibom,Deducted
MDG300136,Aliyu Afolabi,MINISTRY OF FINANCE,GL-2,18.08.1975,2013-10-09,"N56,332","₦14,082.90","NGN 5,633","₦37,164.88","₦6,759.08",n/a,7876656395,Anambra,Held
MDG300015,Chidi Bello,Ministry of Works,GL-16,12/10/1985,14/10/2009,"NGN 629,656","NGN 157,414","₦62,965.62","168,207.05 ",130074.23,"667,789.00 ",3399352393,Kaduna,Deducted
MDG300434,Funmilayo Suleiman,Ministry of Agriculture,GL-2,unknown date,06/27/2004,"271,513.07 ","₦67,878.27","NGN 27,151",--,unknown,444181.02 naira,3893248479,Kaduna,paid 
MDG300260,Musa Abubakar,Ministry of Interior,Grade Level 9,1982/01/16,19.08.2005,717531.40 naira,179382.85,71753.14,343967.53,37198.33,1024300.6000000002,5649823678,Edo,Suspended
MDG300413,Chinedu Abubakar,MINISTRY OF JUSTICE,GL-11,1967-09-16,24/06/2001,"N460,286",nil,"N46,029","NGN 221,335","₦50,531.34","₦631,089.37",8935025538,Anambra,Held
MDG300328,amara adekunle,MINISTRY OF EDUCATION,Level 12,13-Aug-1980,28 July 2003,?,"N49,325","₦19,730.14","₦132,631.61",23017.16,NIL,4862534965,Kano,paid 
MDG300061,Ngozi Adekunle,Ministry Of Science & Technology,GL7,27-Dec-1999,2013-08-01,unknown,89643.34 naira,"NGN 35,857","N95,096",56406.89 naira,"NGN 397,262",n/a,Anambra,PAID
MDG300227,Chinedu Ogundimu,ministry of science & technology,GL7,21-Apr-1981,2021/05/27,394941.27,98735.32,39494.13 naira,"NGN 236,379","NGN 57,897",573423.12 naira,5151065390,Anambra,PAID
MDG300088,Yusuf Balogun,ministry of agriculture,GL-15,27 April 1995,2017/05/23,"NGN 456,617",114154.36 naira,45661.74 naira,"NGN 317,219","N53,497","NGN 720,340",NULL,Kaduna,paid
MDG300376,Ngozi Chukwu,Ministry of Works,GL-3,25.06.1988,2007/03/28,"N663,533","NGN 165,883","N66,353","NGN 378,639","N41,887","NGN 1,000,285",1957416451,Lag,Pending
MDG300135,Obinna Suleiman,Ministry Of Agriculture,GL-8,13/08/1999,15/02/2009,"N161,114","NGN 40,279",16111.43 naira,"N38,958",14798.10 naira,"N185,274",7481123737,Abuja,PAID
MDG300353,Amara Nnamdi,ministry of education,GL-6,22-Oct-1981,16-Jul-2018,468860.54 naira,"N117,215","₦46,886.05","237,631.90 ","N38,735","₦667,757.52",5697462236,Ogun,paid 
MDG300133,Bisi Okeke,Ministry of Health ,gl-14,1970-09-19,2019-01-03,"₦502,095.63","N125,524",50209.56 naira,N/A,"N79,146","NGN 603,311",3693226109,Anambra,Held
MDG300265,Ibrahim Ajayi,MINISTRY OF AGRICULTURE,GL-12,16 April 1982,2001-04-20,"N195,556",48889.07 naira,"N19,556","₦138,563.92","₦13,304.60","NGN 320,816",6661274065,Delta,paid
MDG300340,Blessing Adeyemi,MINISTRY OF JUSTICE,GL-5,1978/10/19,2002/04/08,"₦442,013.31","NGN 110,503","NGN 44,201",-,42793.18 naira,523879.64999999997,3963289258,Fct Abuja,PAID
MDG300350,OBINNA ABUBAKAR,MOH,GL-13,1968/03/21,2000/09/04,799105.0,199776.25 naira,79910.50 naira,"NGN 401,141",null,1117758.14,3157470322,Anambra,paid 
MDG300069,Femi Afolabi,Ministry of Justice,GL-2,1987-05-31,21-May-2014,"NGN 414,540",103634.95 naira,"NGN 41,454","NGN 237,665","NGN 36,210",-,9619052162,Ibadan,Deducted
MDG300280,Ifeoma Adeyemi,ministry of interior,GL-16,21.02.1973,2020-10-26,262563.8,65640.95 naira,"26,256.38 ","NGN 130,344","NGN 31,684",?,1928426276,Ogun,Pending
MDG300439,Kunle Chukwu,Ministry of Interior,GL 7,19.06.1970,22 July 2014,"₦616,353.70","N154,088","N61,635","NGN 128,765",54498.52 naira,"₦690,620.11",8046937518,Imo,PAID
