StudentMatric,StudentName,University,Faculty,Department,DegreeType,Level,EntryMode,DateOfBirth,EnrollmentDate,CGPA,StudentEmail,PhoneNumber,State,ScholarshipHolder
BMN/96776/03,adaeze afolabi,Lagos State University (LASU),Social Sciences,Dept of Accounting,Ph.D,400 level,UTME ,2005-03-31,03/27/2020,3.95,adaeze.afolabi@gmail.com,0777 520 4711,Lagos,1
JDQ/21623/03,Fatima Ajayi,Lagos State University (LASU),Medicine,Dept of Accounting,MBBS,600,UTME ,01/13/1998,2021/03/25,3.48,fatima.ajayi@gmail.com,46671168457,Kano,yes
EOY/32874/04,Funmilayo Nwosu,Lagos State University (LASU),Medicine,Dept of Physics,MBBS,400,UTME ,01-May-1998,19-Apr-2022,NIL,funmilayo.nwosu@oauife.edu.ng,invalid,Oyo,Y
UXc/38155/02,femi adekunle,Ahmadu Bello University (ABU),MEDICINE,Dept of Electrical Engineering,B.Sc.,300,UTME,07-Sep-2010,06-Jun-2019,3.7,Unknown,(869) 993-8677,Enugu,Yes
hck/18932/04,  Musa Adeyemi   ,University of Lagos (UNILAG),MANAGEMENT SCIENCES,Dept of Biochemistry,Ph.D,600,Post-UTME,12 November 2003,07/25/2021,2.66,musa.adeyemi@student.unilag.edu.ng,+234142939685,Delta,false
Hia/30746/04,Obinna Olawale,Ahmadu Bello University (ABU),Engineering,Dept of Accounting,Ph.D,200,Post-UTME,30-May-1998,16/06/2020,1.23,obinna.olawale@oauife.edu.ng,05064317139,Ogun,false
gUh/59068/04,Halima Nnamdi,University of Nigeria Nsukka (UNN),Management Sciences,Dept of Accounting,bsc,200L,Direct Entry,20-Sep-2002,,3.4,halima.nnamdi@oauife.edu.ng,(136) 783-7770,Cross River,false
VNX/95994/01,Zainab Okonkwo,Obafemi Awolowo University (OAU),engineering,Dept of Physics,B.Ed,400,UTME,16/06/2003,2019-04-23,1.32,zainab.okonkwo@oauife.edu.ng,02414183285,Delta,true
WIf/12239/01,  Amaka Balogun,Lagos State University (LASU),Science,Dept of Electrical Engineering,MBBS,500,direct entry,12/16/2009,2021-01-27,3.06,amaka.balogun@gmail.com,0000000000,Imo,Yes
GEg/68171/01,Kemi Okafor,Obafemi Awolowo University (OAU),Social Sciences,Dept of Economics,LLB,100L,UTME,2008-06-20,2019-03-03,1.56,kemi.okafor@oauife.edu.ng,64746872343,Kaduna,0
KWk/66561/04,Ibrahim Yusuf,University of Lagos (UNILAG),Social Sciences,Dept of Physics,bsc,200L,Direct Entry,31 August 1995,28 November 2023,1.2,NULL,05299124190,Ogun,yes
AOa/80283/01,Segun Abubakar,University of Lagos (UNILAG),Social Sciences,Dept of Physics,B.Sc.,200,UTME,05/05/2000,2019-04-26,1.54,segun.abubakar@gmail.com,+234010310518,Ogun,1
HEW/13082/03,Chidi Okeke,University of Nigeria Nsukka (UNN),SOCIAL SCIENCES,Dept of Electrical Engineering,B.Sc,200L,direct entry,31-Mar-1998,,--,chidi.okeke@gmail.com,(079) 252-4191,Edo,1
ANL/34534/01,Femi Nwosu,Covenant University,science,Dept of Law,B.Sc,level 300,UTME,2004-07-12,30-Oct-2019,4.8,Unknown,,Delta,0
FUF/96789/03,Ifeoma Eze,Ahmadu Bello University (ABU),Law,Dept of Biochemistry,B.Sc,500,Direct Entry,02/26/1997,04.08.2019,2.86,NULL,+234454443283,Oyo,0
GSO/69717/03,Bola Adekunle,University of Nigeria Nsukka (UNN),MANAGEMENT SCIENCES,Dept of Physics,LLB,100L,Transfer,10.07.2009,2024/02/23,3.36,bola.adekunle@student.unilag.edu.ng,06200342442,Kaduna,true
LhM/86344/04,Kemi Balogun,Covenant University,MEDICINE,-,Ph.D,500,Transfer,00/00/0000,09 April 2022,2.54,unknown,71208267734,Enugu,1
JWf/14050/02,Kemi Nnamdi,Covenant University,SCIENCE,Dept of Law,B.A.,400,utme,1999-12-10,2023/04/08,3.47,kemi.nnamdi@oauife.edu.ng,+234511615594,Oyo,no
eFb/99491/01,Segun Nwosu,University of Nigeria Nsukka (UNN),Management Sciences,Dept of Electrical Engineering,Bsc,300,UTME,2002-11-17,02 March 2019,unknown,?,(426) 265-5110,Oyo,yes
dTf/43411/03,Musa Bello,Lagos State University (LASU),EDUCATION,Dept of Electrical Engineering,B.A.,level 300,Direct Entry,30.05.2007,2018-09-16,4.02,musa.bello@oauife.edu.ng,(292) 185-1569,Edo,no
QHC/19552/04,Tunde Okonkwo,Lagos State University (LASU),Management Sciences,Dept of Accounting,M.Sc.,600,UTME,11-Jun-1996,2023/05/18,0.78,tunde.okonkwo@student.unilag.edu.ng,14893252880,oyo,1
AhO/36546/03,Kunle Eze,University of Nigeria Nsukka (UNN),law,-,bsc,200,Transfer,09 October 2007,26 October 2023,4.61,kunle.eze@student.unilag.edu.ng,+234363495788,Oyo,Y
Tkb/17798/02,Yusuf Okeke,Covenant University,Arts,Dept of Law,Bsc,600,direct entry,22.10.2002,2021/02/27,3.43,yusuf.okeke@student.unilag.edu.ng,08993588916,Edo,FALSE
FJT/19606/02,Tobi Okafor,Covenant University,Arts,Dept of Law,B.Sc,100L,utme,1997/02/26,25/03/2024,1.11,tobi.okafor@gmail.com,0588 425 2410,Delta,0
TKd/81667/02,Yusuf Afolabi,University of Nigeria Nsukka (UNN),education,Dept of Physics,B.Sc,400 level,Post-UTME,13-Mar-1999,10/16/2019,4.61,yusuf.afolabi@oauife.edu.ng,0727 743 4873,oyo,TRUE
ZbP/47547/02,Tunde Yusuf,Obafemi Awolowo University (OAU),Law,Dept of Electrical Engineering,LLB,400 level,utme,21/11/2003,07.03.2024,3.15,tunde.yusuf@student.unilag.edu.ng,06218518888,Imo,false
WZK/49305/04,Femi Okonkwo,University of Lagos (UNILAG),ENGINEERING,Dept of Computer Science,M.Sc.,300,Direct Entry,20/05/1997,06 October 2018,2.9,femi.okonkwo@student.unilag.edu.ng,63735160917,Enugu,1
CWY/98974/04,Chinedu Mohammed,Ahmadu Bello University (ABU),Education,Dept of Law,bsc,500,direct entry,23.01.1996,23 October 2018,0.5,chinedu.mohammed@oauife.edu.ng,(690) 295-9391,Cross River,0
dEU/37899/01,Halima Abubakar,Obafemi Awolowo University (OAU),social sciences,Dept of Electrical Engineering,LLB,100,direct entry,12 August 1995,29 August 2019,2.24,halima.abubakar@gmail.com,(263) 689-7028,Edo,Y
LdE/79252/04,Fatima Nwosu,University of Nigeria Nsukka (UNN),Engr,Dept of Law,Bsc,100,utme,2000/01/08,13 May 2024,2.07,fatima.nwosu@gmail.com,05905992937,Akwa Ibom,true
ZIb/44900/02,Yusuf  Balogun,University of Lagos (UNILAG),Arts,Dept of Physics,B.Eng,600,Transfer,15/04/2001,2020-04-15,0.91,yusuf.balogun@oauife.edu.ng,234-401-051-238,Enugu,TRUE
OED/11274/04,Femi Adeyemi,Obafemi Awolowo University (OAU),Social Sciences,Dept of Accounting,B.A.,100,Transfer,10/06/2009,09-Oct-2022,?,femi.adeyemi@gmail.com,06887676772,Anambra,yes
HAQ/47108/01,Blessing Afolabi,Ahmadu Bello University (ABU),Engineering,Dept of Economics,B.A.,100L,Transfer,12.06.1999,2020/12/21,4.04,blessing.afolabi@student.unilag.edu.ng,0866 934 6547,Anambra,no
NTg/87748/02,bisi okonkwo,University of Nigeria Nsukka (UNN),Social Sciences,Dept of Accounting,M.Sc.,400 level,direct entry,07-Feb-1998,21-Sep-2019,1.96,bisi.okonkwo@gmail.com,234-059-325-250,Abuja,FALSE
XiP/39479/02,ifeoma mohammed,University of Lagos (UNILAG),Medicine,Dept of Accounting,Bsc,level 300,utme,2003-03-15,2020-10-04,3.5,ifeoma.mohammed@oauife.edu.ng,71293870051,Ogun,true
ZSQ/15232/02,Zainab Ajayi,Obafemi Awolowo University (OAU),education,Dept of Electrical Engineering,M.Sc.,100L,direct entry,20-Sep-1999,28.02.2020,3.04,zainab.ajayi@student.unilag.edu.ng,+234908272318,Ogun,false
gKT/88230/02,Tunde Afolabi,Lagos State University (LASU),Management Sciences,Dept of Physics,Bsc,600,direct entry,20/04/2008,28.02.2023,0.63,tunde.afolabi@oauife.edu.ng,07143455812,Edo,Y
YUQ/27040/04,CHINEDU  ABUBAKAR,Obafemi Awolowo University (OAU),Engineering,Dept of Accounting,M.Sc.,400,direct entry,2006-01-23,26/06/2019,nil,chinedu.abubakar@student.unilag.edu.ng,0078 361 3407,Akwa Ibom,true
dAi/65428/03,Femi Mohammed,Obafemi Awolowo University (OAU),Management Sciences,Dept of Law,M.Sc.,100,Direct Entry,26 March 2000,2020/12/14,2.59,femi.mohammed@student.unilag.edu.ng,234-484-229-405,Oyo,true
AJH/21584/04,  adaeze chukwu,Covenant University,LAW,Dept of Electrical Engineering,B.Ed,600,direct entry,13 June 2006,23 April 2023,1.64,adaeze.chukwu@gmail.com,(517) 133-9596,Plateau,FALSE
QRD/84996/01,Halima Okafor,University of Nigeria Nsukka (UNN),MEDICINE,Dept of Biochemistry,B.Ed,300,utme,2003/12/07,13.01.2024,0.7,NIL,77387214895,Rivers,Y
Sdh/53077/03,Ifeoma Mohammed,Covenant University,Social Sciences,unknown,LLB,400,Transfer,2006/05/19,28-Mar-2019,1.66,ifeoma.mohammed@gmail.com,0168 942 1044,Anambra,false
WBV/61023/04,Bola Okonkwo,Covenant University,Engr,Dept of Law,B.A.,400,direct entry,10.05.1999,30.08.2024,2.65,bola.okonkwo@oauife.edu.ng,03556909275,Lagos,FALSE
dCM/49094/02,Chidi Okeke,Ahmadu Bello University (ABU),Arts,Dept of Electrical Engineering,B.Eng,level 300,UTME ,unknown date,13/06/2024,1.37,chidi.okeke@gmail.com,+234223943129,Kaduna,No
GNC/28423/01,Amaka Nnamdi   ,Covenant University,LAW,Dept of Accounting,B.Ed,400,direct entry,09.02.2009,2018-12-09,4.82,amaka.nnamdi@gmail.com,0957 015 4303,Enugu,true
Peg/45003/02,Adaeze Balogun,Obafemi Awolowo University (OAU),Management Sciences,Dept of Accounting,B.Eng,500,UTME ,2000-11-22,08/01/2024,unknown,adaeze.balogun@oauife.edu.ng,+234788191485,Kaduna,no
fgi/13969/02,Blessing  Abubakar,Obafemi Awolowo University (OAU),Medical Sciences,Dept of Economics,bsc,400 level,Direct Entry,28/10/1995,11 December 2020,2.0,blessing.abubakar@student.unilag.edu.ng,234-629-620-153,Cross River,Y
VDX/66401/02,Yusuf Ogundimu   ,Lagos State University (LASU),SCIENCE,nil,B.A.,400 level,Direct Entry,03.01.1995,19 February 2023,1.68,yusuf.ogundimu@student.unilag.edu.ng,07982708086,Ogun,N
KEF/33170/02,Grace Suleiman,Covenant University,SCIENCE,Dept of Computer Science,bsc,300,direct entry,13-Jan-2000,29-Aug-2024,3.67,grace.suleiman@student.unilag.edu.ng,(244) 720-9993,Kaduna,yes
Xke/38207/04,Tunde  Abubakar,University of Nigeria Nsukka (UNN),Medicine,Dept of Economics,B.Eng,100,utme,28.07.2010,05/26/2021,4.1,tunde.abubakar@oauife.edu.ng,234-080-531-003,Abuja,false
fLY/36496/03,Funmilayo Yusuf,University of Nigeria Nsukka (UNN),Arts,Dept of Electrical Engineering,B.Ed,600,direct entry,05/05/2009,06/09/2019,2.33,funmilayo.yusuf@oauife.edu.ng,(867) 533-9636,Oyo,TRUE
iXH/33440/04,Chidi Eze,University of Nigeria Nsukka (UNN),Education,Dept of Physics,M.Sc.,100,Transfer,2010/12/20,12/23/2023,2.01,chidi.eze@gmail.com,07065627298,Delta,yes
Ugi/12708/04,Amara Abubakar,University of Lagos (UNILAG),Law,Dept of Physics,LLB,400,Direct Entry,02/01/1997,09/11/2022,3.33,amara.abubakar@student.unilag.edu.ng,+234879374160,Akwa Ibom,TRUE
SVZ/63234/02,Femi Eze,Lagos State University (LASU),management sciences,Dept of Physics,M.Sc.,200,utme,15/11/2006,06-Aug-2022,1.45,femi.eze@student.unilag.edu.ng,0927 503 7314,Akwa Ibom,Y
FJT/19606/02,Tobi Okafor,Covenant University,Arts,Dept of Law,B.Sc,100L,utme,1997/02/26,25/03/2024,1.11,tobi.okafor@gmail.com,0588 425 2410,Delta,0
DWG/18769/03,Chidi Lawal,Lagos State University (LASU),Management Sciences,Dept of Electrical Engineering,bsc,200L,direct entry,06-Dec-2005,unknown date,4.86,chidi.lawal@oauife.edu.ng,0657 661 5654,Ogun,No
SAY/12473/01,Yusuf Okeke,Ahmadu Bello University (ABU),Social Sciences,Dept of Biochemistry,Bsc,400,direct entry,1995-06-25,2023/07/08,2.31,yusuf.okeke@student.unilag.edu.ng,234-232-812-067,Rivers,Y
HKM/67357/01,Zainab Balogun,Covenant University,MANAGEMENT SCIENCES,Dept of Physics,MBBS,100,Transfer,1998-08-20,2018/10/26,2.84,zainab.balogun@oauife.edu.ng,40196556981,rivers,FALSE
CBK/72707/02,Chioma Suleiman,University of Nigeria Nsukka (UNN),ENGINEERING,Dept of Computer Science,B.A.,100L,UTME ,05/02/2001,16.05.2024,3.32,N/A,09330833016,Ogun,true
bBR/69383/03,Zainab Yusuf,Obafemi Awolowo University (OAU),management sciences,Dept of Electrical Engineering,Ph.D,100L,Transfer,12/09/2000,not set,4.71,zainab.yusuf@student.unilag.edu.ng,14890250392,Anambra,N
ZkP/37392/03,Chioma Bello,University of Nigeria Nsukka (UNN),ENGINEERING,Dept of Computer Science,B.Eng,200L,Post-UTME,2006/06/07,30-Jul-2022,3.74,chioma.bello@student.unilag.edu.ng,234-061-632-945,Kaduna,No
GVG/48086/04,Kunle Nnamdi,University of Lagos (UNILAG),Education,Dept of Computer Science,Bsc,level 300,Post-UTME,1996/03/24,08/13/2019,1.72,kunle.nnamdi@oauife.edu.ng,41395376724,Akwa Ibom,Y
WUa/35032/02,Bola Okonkwo,Lagos State University (LASU),ARTS,Dept of Electrical Engineering,bsc,200,utme,00/00/0000,06-Jan-2021,4.73,bola.okonkwo@student.unilag.edu.ng,03618324210,Enugu,true
UTc/84339/03,adaeze chukwu,Covenant University,ENGINEERING,Dept of Physics,B.Ed,400 level,UTME,10-Sep-1999,2019/07/05,  ,adaeze.chukwu@gmail.com,0184 498 9266,Plateau,yes
Wgg/37627/03,Wale Chukwu,Lagos State University (LASU),Faculty of Engineering,Dept of Law,M.Sc.,300,Transfer,16 March 1995,2021/10/09,4.92,wale.chukwu@student.unilag.edu.ng,234-697-848-018,Imo,1
BDE/92853/04,Ngozi  Okafor,Obafemi Awolowo University (OAU),ENGINEERING,Dept of Economics,B.Eng,200L,Direct Entry,01 January 1995,2024/03/28,3.7,N/A,82586736226,Imo,TRUE
QGH/61761/02,Chidi Adekunle,Lagos State University (LASU),management sciences,Dept of Physics,M.Sc.,level 300,UTME,21/05/2001,17/11/2021,4.35,NIL,+234588424745,Enugu,FALSE
fPZ/77931/02,Wale Eze,University of Lagos (UNILAG),Education,Dept of Electrical Engineering,MBBS,level 300,Direct Entry,12.01.2004,05/09/2019,4.37,wale.eze@oauife.edu.ng,0296 685 1612,Edo,true
BkV/44214/03,Grace Ogundimu,University of Nigeria Nsukka (UNN),education,Dept of Biochemistry,B.A.,300,utme,02.07.2001,28-Jan-2023,?,grace.ogundimu@student.unilag.edu.ng,234-283-644-089,Kano,FALSE
FSD/40832/03,Chioma Eze,Covenant University,Science,Dept of Economics,B.A.,400 level,UTME ,01.04.1999,24-Dec-2021,2.18,chioma.eze@gmail.com,234-589-113-529,Enugu,FALSE
efk/73829/02,Fatima Adekunle,Ahmadu Bello University (ABU),Science,Dept of Economics,B.A.,400,Transfer,2009-04-23,2023-07-11,0.8,fatima.adekunle@student.unilag.edu.ng,0063 565 1269,Cross River,false
fia/57229/04,  yusuf okeke,University of Nigeria Nsukka (UNN),management sciences,Dept of Physics,Bsc,300,UTME,23.07.2001,07/25/2022,1.16,yusuf.okeke@gmail.com,(159) 696-6416,Rivers,N
ACG/77463/01,Femi Nnamdi,University of Nigeria Nsukka (UNN),engineering,Dept of Law,B.Eng,level 300,UTME,2000-02-24,2022-05-18,4.46,femi.nnamdi@gmail.com,0265 479 3564,Lagos,N
ahi/12288/02,Ibrahim Suleiman,Ahmadu Bello University (ABU),ENGINEERING,N/A,Bsc,400,UTME,01 July 1997,00/00/0000,3.58,ibrahim.suleiman@student.unilag.edu.ng,08175496513,Ogun,TRUE
LAJ/69975/03,BISI AFOLABI,Covenant University,Medicine,Dept of Biochemistry,B.Ed,200,UTME,22.05.2000,2021/04/03,2.39,bisi.afolabi@student.unilag.edu.ng,+234233095849,Abuja,FALSE
LDh/42960/02,yusuf chukwu,University of Lagos (UNILAG),MANAGEMENT SCIENCES,Dept of Economics,MBBS,100,UTME,,11/01/2020,1.65,yusuf.chukwu@gmail.com,+234650618091,Akwa Ibom,FALSE
KGF/89026/02,FATIMA CHUKWU,Covenant University,MANAGEMENT SCIENCES,Dept of Electrical Engineering,B.Ed,level 300,UTME ,31-May-2005,07/22/2019,0.55,fatima.chukwu@gmail.com,(067) 240-0499,Lagos,Y
OdH/25765/03,kemi balogun,Lagos State University (LASU),Social Sciences,Dept of Economics,bsc,400,Direct Entry,03/09/2007,12/14/2018,1.07,kemi.balogun@oauife.edu.ng,(154) 516-8087,Akwa Ibom,TRUE
jAh/68645/02,musa abubakar,Lagos State University (LASU),Medicine,Dept of Economics,Ph.D,400,Post-UTME,2000/06/06,19/12/2019,1.87,musa.abubakar@oauife.edu.ng,,Anambra,no
NKU/64278/02,Blessing Lawal,Ahmadu Bello University (ABU),Medicine,Dept of Biochemistry,MBBS,200,utme,31/07/2004,14 February 2023,3.36,blessing.lawal@gmail.com,+234137215107,Rivers,No
VAN/38548/01,YUSUF BALOGUN,Covenant University,Faculty of Engineering,Dept of Law,B.Sc,200,UTME ,not set,30.04.2020,2.12,yusuf.balogun@student.unilag.edu.ng,05743748969,Lagos,No
cCV/99817/01,Ifeoma Okafor,Ahmadu Bello University (ABU),Law,Dept of Biochemistry,M.Sc.,100L,direct entry,2003-12-22,27-Jul-2019,4.66,ifeoma.okafor@student.unilag.edu.ng,(169) 797-2965,Oyo,1
eAj/66392/01,Halima Ajayi,Lagos State University (LASU),MANAGEMENT SCIENCES,Dept of Economics,B.Eng,600,UTME ,2009-01-31,13-Jun-2022,3.55,Unknown,00603850506,Imo,N
Lhg/16471/02,OBINNA OKAFOR   ,University of Lagos (UNILAG),Management Sciences,Unknown,MBBS,200L,utme,16/09/2007,05 June 2020,1.45,obinna.okafor@gmail.com,61797968868,Delta,false
TKk/59194/01,Aliyu Mohammed,University of Lagos (UNILAG),Medicine,Dept of Accounting,MBBS,400,Direct Entry,31.10.2009,23-Oct-2022,0.72,aliyu.mohammed@student.unilag.edu.ng,(801) 624-5650,Rivers,yes
aYY/49258/03,Ngozi Adeyemi,Obafemi Awolowo University (OAU),LAW,Dept of Law,M.Sc.,500,utme,10/09/2001,15-Oct-2022,1.02,ngozi.adeyemi@oauife.edu.ng,+234137506068,Delta,Y
WNP/29445/02,Musa Okonkwo,Lagos State University (LASU),Education,Dept of Biochemistry,B.Sc.,500,Transfer,1997/11/13,10.07.2022,3.74,musa.okonkwo@oauife.edu.ng,0180 552 6965,Abuja,Yes
IGP/58880/02,  Wale Mohammed   ,University of Lagos (UNILAG),Law,Dept of Law,Ph.D,100,Post-UTME,04/11/2004,17.02.2020,2.74,wale.mohammed@oauife.edu.ng,(759) 017-5186,Abuja,N
dYU/67486/02,Chidi Okonkwo,Lagos State University (LASU),ARTS,Dept of Electrical Engineering,B.A.,400,Transfer,24/04/2008,02 October 2018,3.17,chidi.okonkwo@oauife.edu.ng,+234079911838,rivers,1
THZ/84630/02,Sadiq Yusuf,Obafemi Awolowo University (OAU),law,Dept of Physics,B.Eng,500,UTME ,08/20/1996,2021-07-21,4.06,nil,51802380617,Plateau,TRUE
IPX/43828/04,Bisi Olawale,Obafemi Awolowo University (OAU),LAW,Dept of Physics,MBBS,600,Post-UTME,25/08/2008,2024-05-06,0.63,bisi.olawale@oauife.edu.ng,86101581995,Imo,true
cIU/65358/03,Yusuf Lawal,Lagos State University (LASU),Education,Dept of Physics,B.Sc.,300,Transfer,27-Nov-2010,2023-02-15,4.38,yusuf.lawal@student.unilag.edu.ng,234-486-874-034,Imo,N
SBj/99527/04,Grace Yusuf,Obafemi Awolowo University (OAU),ARTS,Dept of Electrical Engineering,B.Sc,600,Direct Entry,1998-12-13,30/10/2021,0.95,grace.yusuf@gmail.com,234-139-837-354,Plateau,1
YfH/76278/02,Obinna Bello,Obafemi Awolowo University (OAU),Arts,,B.Ed,200,Direct Entry,1996-01-09,25.10.2023,2.8,obinna.bello@student.unilag.edu.ng,(271) 091-0430,Edo,Y
MPU/16003/03,Amara Abubakar,Lagos State University (LASU),Management Sciences,Dept of Computer Science,B.A.,400 level,Direct Entry,26.02.1997,00/00/0000,2.21,  ,(424) 981-8299,Delta,false
LCa/44481/04,Halima Abubakar,Obafemi Awolowo University (OAU),Science,Dept of Accounting,bsc,300,Transfer,2007-07-05,02-Mar-2024,3.25,halima.abubakar@oauife.edu.ng,234-640-052-427,FCT,1
ZLA/58504/03,Funmilayo Eze,Covenant University,SCIENCE,Dept of Biochemistry,B.A.,600,UTME,02/04/2005,2018/11/09,4.26,,0965 610 1438,Imo,no
Cac/23325/02,Sadiq Eze,Ahmadu Bello University (ABU),Social Sciences,Dept of Electrical Engineering,B.Eng,200L,Transfer,22-Nov-1996,2023/11/12,1.38,sadiq.eze@student.unilag.edu.ng,(693) 785-4777,Akwa Ibom,TRUE
